polarity,review_id,sentence_id,text,op_category,op_target,op_OTE_offset,tokens
positive,1719567,1719567:1,"
     My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.
    ",FOOD#STYLE_OPTIONS,portion,"('52', '59')","['My', 'husband', 'said', 'eaten', 'several', 'portion', 'fine', 'even', 'exclaimed', 'french', 'fries', 'best']"
positive,1719567,1719567:1,"
     My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.
    ",FOOD#QUALITY,french fries,"('103', '115')","['My', 'husband', 'said', 'eaten', 'several', 'portion', 'fine', 'even', 'exclaimed', 'french', 'fries', 'best']"
positive,1719567,1719567:2,"
     We had the scallops as an appetizer and they were delicious and the sauce was wonderful.
    ",FOOD#QUALITY,scallops,"('11', '19')","['We', 'scallops', 'appetizer', 'delicious', 'sauce', 'wonderful']"
positive,1719567,1719567:2,"
     We had the scallops as an appetizer and they were delicious and the sauce was wonderful.
    ",FOOD#QUALITY,sauce,"('68', '73')","['We', 'scallops', 'appetizer', 'delicious', 'sauce', 'wonderful']"
positive,1719567,1719567:4,"
     We waited at the bar and had martinis that were just right.
    ",DRINKS#QUALITY,martinis,"('29', '37')","['We', 'waited', 'bar', 'martinis', 'right']"
positive,1719567,1719567:5,"
     We will be back.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['We', 'back']"
positive,1723402,1723402:0,"
     love the food.
    ",FOOD#QUALITY,food,"('9', '13')","['love', 'food']"
positive,1723402,1723402:1,"
     it's the only place you can get yummy authentic japanese comfort food.
    ",FOOD#QUALITY,japanese comfort food,"('48', '69')","['place', 'get', 'yummy', 'authentic', 'japanese', 'comfort', 'food']"
positive,1723402,1723402:3,"
     and you can't beat the prices.
    ",RESTAURANT#PRICES,NULL,"('0', '0')","['beat', 'prices']"
positive,1723402,1723402:4,"
     highly recommended.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['highly', 'recommended']"
positive,1723658,1723658:0,"
     I've lived in NY for 5 years and this place has it all.
    ",RESTAURANT#GENERAL,place,"('38', '43')","['lived', 'NY', '5', 'years', 'place']"
positive,1723658,1723658:1,"
     Great food, good size menu, great service and an unpretensious setting.
    ",FOOD#QUALITY,food,"('6', '10')","['Great', 'food', 'good', 'size', 'menu', 'great', 'service', 'unpretensious', 'setting']"
positive,1723658,1723658:1,"
     Great food, good size menu, great service and an unpretensious setting.
    ",FOOD#STYLE_OPTIONS,menu,"('22', '26')","['Great', 'food', 'good', 'size', 'menu', 'great', 'service', 'unpretensious', 'setting']"
positive,1723658,1723658:1,"
     Great food, good size menu, great service and an unpretensious setting.
    ",SERVICE#GENERAL,service,"('34', '41')","['Great', 'food', 'good', 'size', 'menu', 'great', 'service', 'unpretensious', 'setting']"
positive,1723658,1723658:1,"
     Great food, good size menu, great service and an unpretensious setting.
    ",AMBIENCE#GENERAL,setting,"('63', '70')","['Great', 'food', 'good', 'size', 'menu', 'great', 'service', 'unpretensious', 'setting']"
positive,1723658,1723658:2,"
     The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).
    ",FOOD#QUALITY,dishes,"('4', '10')","['The', 'dishes', 'offered', 'unique', 'tasty', 'fresh', 'lamb', 'sausages', 'sardines', 'biscuits', 'large', 'whole', 'shrimp', 'amazing', 'pistachio', 'ice', 'cream', 'best', 'freshest', 'ever']"
positive,1723658,1723658:2,"
     The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).
    ",FOOD#QUALITY,lamb sausages,"('62', '75')","['The', 'dishes', 'offered', 'unique', 'tasty', 'fresh', 'lamb', 'sausages', 'sardines', 'biscuits', 'large', 'whole', 'shrimp', 'amazing', 'pistachio', 'ice', 'cream', 'best', 'freshest', 'ever']"
positive,1723658,1723658:2,"
     The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).
    ",FOOD#QUALITY,sardines with biscuits,"('77', '99')","['The', 'dishes', 'offered', 'unique', 'tasty', 'fresh', 'lamb', 'sausages', 'sardines', 'biscuits', 'large', 'whole', 'shrimp', 'amazing', 'pistachio', 'ice', 'cream', 'best', 'freshest', 'ever']"
positive,1723658,1723658:2,"
     The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).
    ",FOOD#QUALITY,large whole shrimp,"('101', '119')","['The', 'dishes', 'offered', 'unique', 'tasty', 'fresh', 'lamb', 'sausages', 'sardines', 'biscuits', 'large', 'whole', 'shrimp', 'amazing', 'pistachio', 'ice', 'cream', 'best', 'freshest', 'ever']"
positive,1723658,1723658:2,"
     The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).
    ",FOOD#QUALITY,pistachio ice cream,"('135', '154')","['The', 'dishes', 'offered', 'unique', 'tasty', 'fresh', 'lamb', 'sausages', 'sardines', 'biscuits', 'large', 'whole', 'shrimp', 'amazing', 'pistachio', 'ice', 'cream', 'best', 'freshest', 'ever']"
positive,1723658,1723658:3,"
     I'm glad I was introduced to this place and this is a rare gem in NY.
    ",RESTAURANT#GENERAL,place,"('34', '39')","['glad', 'I', 'introduced', 'place', 'rare', 'gem', 'NY']"
positive,1726001,1726001:1,"
     The freshest, best variety, and the fastest delivery.
    ",FOOD#QUALITY,NULL,"('0', '0')","['The', 'freshest', 'best', 'variety', 'fastest', 'delivery']"
positive,1726001,1726001:1,"
     The freshest, best variety, and the fastest delivery.
    ",FOOD#STYLE_OPTIONS,NULL,"('0', '0')","['The', 'freshest', 'best', 'variety', 'fastest', 'delivery']"
positive,1726001,1726001:1,"
     The freshest, best variety, and the fastest delivery.
    ",SERVICE#GENERAL,delivery,"('44', '52')","['The', 'freshest', 'best', 'variety', 'fastest', 'delivery']"
positive,1726001,1726001:2,"
     Also very inexpensive.
    ",RESTAURANT#PRICES,NULL,"('0', '0')","['Also', 'inexpensive']"
positive,1726001,1726001:3,"
     A great choice at any cost and a great deal.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['A', 'great', 'choice', 'cost', 'great', 'deal']"
positive,1726001,1726001:3,"
     A great choice at any cost and a great deal.
    ",RESTAURANT#PRICES,NULL,"('0', '0')","['A', 'great', 'choice', 'cost', 'great', 'deal']"
positive,1726427,1726427:0,"
     The service was excellent and the food was delicious.
    ",SERVICE#GENERAL,service,"('4', '11')","['The', 'service', 'excellent', 'food', 'delicious']"
positive,1726427,1726427:0,"
     The service was excellent and the food was delicious.
    ",FOOD#QUALITY,food,"('34', '38')","['The', 'service', 'excellent', 'food', 'delicious']"
positive,1726427,1726427:1,"
     We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.
    ",FOOD#QUALITY,sushi,"('29', '34')","['We', 'particular', 'sushi', 'please', 'every', 'choice', 'included', 'ceviche', 'mix', 'special', 'crab', 'dumplings', 'assorted', 'sashimi', 'sushi', 'rolls', 'two', 'types', 'sake', 'banana', 'tempura']"
positive,1726427,1726427:1,"
     We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.
    ",FOOD#QUALITY,ceviche mix (special),"('90', '111')","['We', 'particular', 'sushi', 'please', 'every', 'choice', 'included', 'ceviche', 'mix', 'special', 'crab', 'dumplings', 'assorted', 'sashimi', 'sushi', 'rolls', 'two', 'types', 'sake', 'banana', 'tempura']"
positive,1726427,1726427:1,"
     We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.
    ",FOOD#QUALITY,crab dumplings,"('113', '127')","['We', 'particular', 'sushi', 'please', 'every', 'choice', 'included', 'ceviche', 'mix', 'special', 'crab', 'dumplings', 'assorted', 'sashimi', 'sushi', 'rolls', 'two', 'types', 'sake', 'banana', 'tempura']"
positive,1726427,1726427:1,"
     We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.
    ",FOOD#QUALITY,assorted sashimi,"('129', '145')","['We', 'particular', 'sushi', 'please', 'every', 'choice', 'included', 'ceviche', 'mix', 'special', 'crab', 'dumplings', 'assorted', 'sashimi', 'sushi', 'rolls', 'two', 'types', 'sake', 'banana', 'tempura']"
positive,1726427,1726427:1,"
     We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.
    ",FOOD#QUALITY,sushi,"('147', '152')","['We', 'particular', 'sushi', 'please', 'every', 'choice', 'included', 'ceviche', 'mix', 'special', 'crab', 'dumplings', 'assorted', 'sashimi', 'sushi', 'rolls', 'two', 'types', 'sake', 'banana', 'tempura']"
positive,1726427,1726427:1,"
     We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.
    ",FOOD#QUALITY,rolls,"('157', '162')","['We', 'particular', 'sushi', 'please', 'every', 'choice', 'included', 'ceviche', 'mix', 'special', 'crab', 'dumplings', 'assorted', 'sashimi', 'sushi', 'rolls', 'two', 'types', 'sake', 'banana', 'tempura']"
positive,1726427,1726427:1,"
     We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.
    ",DRINKS#QUALITY,sake,"('177', '181')","['We', 'particular', 'sushi', 'please', 'every', 'choice', 'included', 'ceviche', 'mix', 'special', 'crab', 'dumplings', 'assorted', 'sashimi', 'sushi', 'rolls', 'two', 'types', 'sake', 'banana', 'tempura']"
positive,1726427,1726427:1,"
     We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.
    ",FOOD#QUALITY,banana tempura,"('191', '205')","['We', 'particular', 'sushi', 'please', 'every', 'choice', 'included', 'ceviche', 'mix', 'special', 'crab', 'dumplings', 'assorted', 'sashimi', 'sushi', 'rolls', 'two', 'types', 'sake', 'banana', 'tempura']"
positive,1726427,1726427:3,"
     Definitely a great spot for a nice occasion or date.
    ",RESTAURANT#MISCELLANEOUS,spot,"('19', '23')","['Definitely', 'great', 'spot', 'nice', 'occasion', 'date']"
positive,1726473,1726473:0,"
     Average to good Thai food, but terrible delivery.
    ",FOOD#QUALITY,Thai food,"('16', '25')","['Average', 'good', 'Thai', 'food', 'terrible', 'delivery']"
negative,1726473,1726473:0,"
     Average to good Thai food, but terrible delivery.
    ",SERVICE#GENERAL,delivery,"('40', '48')","['Average', 'good', 'Thai', 'food', 'terrible', 'delivery']"
negative,1726473,1726473:1,"
     I've waited over one hour for food.
    ",SERVICE#GENERAL,NULL,"('0', '0')","['waited', 'one', 'hour', 'food']"
negative,1726473,1726473:2,"
     They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.
    ",SERVICE#GENERAL,NULL,"('0', '0')","['They', 'abrupt', 'I', 'called', 'actually', 'claimed', 'food', 'late', 'rice']"
negative,1726473,1726473:3,"
     A Thai restaurant out of rice during dinner?
    ",RESTAURANT#MISCELLANEOUS,Thai restaurant,"('2', '17')","['A', 'Thai', 'restaurant', 'rice', 'dinner']"
negative,1726473,1726473:4,"
     The food arrived 20 minutes after I called, cold and soggy.
    ",FOOD#QUALITY,food,"('4', '8')","['The', 'food', 'arrived', '20', 'minutes', 'I', 'called', 'cold', 'soggy']"
negative,1726473,1726473:4,"
     The food arrived 20 minutes after I called, cold and soggy.
    ",SERVICE#GENERAL,NULL,"('0', '0')","['The', 'food', 'arrived', '20', 'minutes', 'I', 'called', 'cold', 'soggy']"
positive,1727363,1727363:1,"
     This is a wonderful place on all stand points especially value ofr money.
    ",RESTAURANT#PRICES,place,"('20', '25')","['This', 'wonderful', 'place', 'stand', 'points', 'especially', 'value', 'ofr', 'money']"
positive,1727363,1727363:1,"
     This is a wonderful place on all stand points especially value ofr money.
    ",RESTAURANT#GENERAL,place,"('20', '25')","['This', 'wonderful', 'place', 'stand', 'points', 'especially', 'value', 'ofr', 'money']"
positive,1727363,1727363:2,"
     An excellent service
    ",SERVICE#GENERAL,service,"('13', '20')","['An', 'excellent', 'service']"
positive,1728733,1728733:1,"
     We were greeted promptly by the waiter who was very nice and cordial.
    ",SERVICE#GENERAL,waiter,"('32', '38')","['We', 'greeted', 'promptly', 'waiter', 'nice', 'cordial']"
positive,1728733,1728733:2,"
     She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.
    ",SERVICE#GENERAL,NULL,"('0', '0')","['She', 'helpful', 'suggesting', 'us', 'drinks', 'helped', 'us', 'ordering', 'lot', 'good', 'dishes', 'since', 'knew', 'nothing', 'Indian', 'food']"
positive,1728733,1728733:2,"
     She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.
    ",FOOD#QUALITY,dishes,"('85', '91')","['She', 'helpful', 'suggesting', 'us', 'drinks', 'helped', 'us', 'ordering', 'lot', 'good', 'dishes', 'since', 'knew', 'nothing', 'Indian', 'food']"
positive,1728733,1728733:4,"
     The food looked very appetizing and delicious since it came on a variety of fancy plates.
    ",FOOD#STYLE_OPTIONS,food,"('4', '8')","['The', 'food', 'looked', 'appetizing', 'delicious', 'since', 'came', 'variety', 'fancy', 'plates']"
positive,1728733,1728733:5,"
     We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.
    ",FOOD#QUALITY,Gulab Jamun (dessert),"('40', '61')","['We', 'ended', 'great', 'experience', 'Gulab', 'Jamun', 'dessert', 'recommended', 'waiter']"
positive,1728733,1728733:6,"
     I thanked my friend who recommended me this restaurant and will certainly recommend it to others.
    ",RESTAURANT#GENERAL,restaurant,"('44', '54')","['I', 'thanked', 'friend', 'recommended', 'restaurant', 'certainly', 'recommend', 'others']"
positive,1730014,1730014:1,"
     Service here was great, food was fantastic.
    ",SERVICE#GENERAL,Service,"('0', '7')","['Service', 'great', 'food', 'fantastic']"
positive,1730014,1730014:1,"
     Service here was great, food was fantastic.
    ",FOOD#QUALITY,food,"('24', '28')","['Service', 'great', 'food', 'fantastic']"
positive,1730014,1730014:2,"
     Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.
    ",FOOD#QUALITY,Guacamole+shrimp appetizer,"('0', '26')","['Guacamole', 'shrimp', 'appetizer', 'really', 'great', 'filet', 'good', 'much', 'like', 'frites', 'came', 'filet', 'good', 'neither', 'us', 'cared']"
positive,1730014,1730014:2,"
     Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.
    ",FOOD#QUALITY,filet,"('61', '66')","['Guacamole', 'shrimp', 'appetizer', 'really', 'great', 'filet', 'good', 'much', 'like', 'frites', 'came', 'filet', 'good', 'neither', 'us', 'cared']"
negative,1730014,1730014:2,"
     Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.
    ",FOOD#QUALITY,frites,"('100', '106')","['Guacamole', 'shrimp', 'appetizer', 'really', 'great', 'filet', 'good', 'much', 'like', 'frites', 'came', 'filet', 'good', 'neither', 'us', 'cared']"
positive,1730014,1730014:3,"
     Will absolutely visit again.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['Will', 'absolutely', 'visit']"
positive,1730127,1730127:0,"
     You cannot go wrong with this place.
    ",RESTAURANT#GENERAL,place,"('30', '35')","['You', 'cannot', 'go', 'wrong', 'place']"
positive,1730127,1730127:1,"
     The food is outstanding and the service is quick, friendly and very professional.
    ",FOOD#QUALITY,food,"('4', '8')","['The', 'food', 'outstanding', 'service', 'quick', 'friendly', 'professional']"
positive,1730127,1730127:1,"
     The food is outstanding and the service is quick, friendly and very professional.
    ",SERVICE#GENERAL,service,"('32', '39')","['The', 'food', 'outstanding', 'service', 'quick', 'friendly', 'professional']"
positive,1730127,1730127:2,"
     Always a nice crowd, but never loud.
    ",RESTAURANT#MISCELLANEOUS,crowd,"('14', '19')","['Always', 'nice', 'crowd', 'never', 'loud']"
positive,1730127,1730127:2,"
     Always a nice crowd, but never loud.
    ",AMBIENCE#GENERAL,NULL,"('0', '0')","['Always', 'nice', 'crowd', 'never', 'loud']"
positive,1730127,1730127:3,"
     Go here.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')",['Go']
positive,1730127,1730127:4,"
     Good for dates or with friends.
    ",RESTAURANT#MISCELLANEOUS,NULL,"('0', '0')","['Good', 'dates', 'friends']"
positive,1730447,1730447:0,"
     I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.
    ",RESTAURANT#MISCELLANEOUS,pizza place,"('61', '72')","['I', 'reluctant', 'write', 'I', 'would', 'want', 'jem', 'pizza', 'place', 'become', 'overcrowded']"
positive,1730447,1730447:1,"
     However, it is jus too good to not praise it.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['However', 'jus', 'good', 'praise']"
positive,1730447,1730447:2,"
     By far, the best pizza in Manhattan.
    ",FOOD#QUALITY,pizza,"('17', '22')","['By', 'far', 'best', 'pizza', 'Manhattan']"
positive,1730447,1730447:3,"
     The crust is thin, the ingredients are fresh and the staff is friendly.
    ",FOOD#QUALITY,crust,"('4', '9')","['The', 'crust', 'thin', 'ingredients', 'fresh', 'staff', 'friendly']"
positive,1730447,1730447:3,"
     The crust is thin, the ingredients are fresh and the staff is friendly.
    ",SERVICE#GENERAL,staff,"('53', '58')","['The', 'crust', 'thin', 'ingredients', 'fresh', 'staff', 'friendly']"
positive,1730447,1730447:3,"
     The crust is thin, the ingredients are fresh and the staff is friendly.
    ",FOOD#QUALITY,ingredients,"('23', '34')","['The', 'crust', 'thin', 'ingredients', 'fresh', 'staff', 'friendly']"
positive,1746113,1746113:1,"
     The menu has so many fish items and oysters.
    ",FOOD#STYLE_OPTIONS,menu,"('4', '8')","['The', 'menu', 'many', 'fish', 'items', 'oysters']"
positive,1746113,1746113:3,"
     The fish was really,really fresh.
    ",FOOD#QUALITY,fish,"('4', '8')","['The', 'fish', 'really', 'really', 'fresh']"
positive,1746113,1746113:5,"
     We all agreed that mare is one of the best seafood restaurants in New York.
    ",RESTAURANT#GENERAL,mare,"('19', '23')","['We', 'agreed', 'mare', 'one', 'best', 'seafood', 'restaurants', 'New', 'York']"
positive,1748813,1748813:0,"
     I stumbled upon this great pizzeria as I explored my new neighborhood.
    ",RESTAURANT#GENERAL,pizzeria,"('27', '35')","['I', 'stumbled', 'upon', 'great', 'pizzeria', 'I', 'explored', 'new', 'neighborhood']"
positive,1748813,1748813:1,"
     All of the pizzas are terrific and the price is even better!
    ",FOOD#QUALITY,pizzas,"('11', '17')","['All', 'pizzas', 'terrific', 'price', 'even', 'better']"
positive,1748813,1748813:1,"
     All of the pizzas are terrific and the price is even better!
    ",FOOD#PRICES,pizzas,"('11', '17')","['All', 'pizzas', 'terrific', 'price', 'even', 'better']"
positive,1748813,1748813:2,"
     I highly recommend the Sophia pizza.
    ",FOOD#QUALITY,Sophia pizza,"('23', '35')","['I', 'highly', 'recommend', 'Sophia', 'pizza']"
positive,1748813,1748813:3,"
     It's to die for!
    ",FOOD#QUALITY,NULL,"('0', '0')",['die']
negative,1748839,1748839:0,"
     The food was mediocre at best but it was the horrible service that made me vow never to go back.
    ",FOOD#QUALITY,food,"('4', '8')","['The', 'food', 'mediocre', 'best', 'horrible', 'service', 'made', 'vow', 'never', 'go', 'back']"
negative,1748839,1748839:0,"
     The food was mediocre at best but it was the horrible service that made me vow never to go back.
    ",SERVICE#GENERAL,service,"('54', '61')","['The', 'food', 'mediocre', 'best', 'horrible', 'service', 'made', 'vow', 'never', 'go', 'back']"
negative,1748839,1748839:1,"
     Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.
    ",SERVICE#GENERAL,waiter,"('31', '37')","['Immediately', 'paid', 'waiter', 'took', 'money', 'said', 'okay', 'guys', 'outta']"
negative,1748839,1748839:6,"
     So rushing us out was absolutely unnecessary!
    ",SERVICE#GENERAL,NULL,"('0', '0')","['So', 'rushing', 'us', 'absolutely', 'unnecessary']"
negative,1748839,1748839:7,"
     For the people who want great food plus great service, Roxy is a place to AVOID!
    ",FOOD#QUALITY,food,"('30', '34')","['For', 'people', 'want', 'great', 'food', 'plus', 'great', 'service', 'Roxy', 'place', 'AVOID']"
negative,1748839,1748839:7,"
     For the people who want great food plus great service, Roxy is a place to AVOID!
    ",SERVICE#GENERAL,service,"('46', '53')","['For', 'people', 'want', 'great', 'food', 'plus', 'great', 'service', 'Roxy', 'place', 'AVOID']"
positive,378848,378848:1,"
     The first time the sushi was outstanding, the second time it was a little bland.
    ",FOOD#QUALITY,sushi,"('19', '24')","['The', 'first', 'time', 'sushi', 'outstanding', 'second', 'time', 'little', 'bland']"
negative,378848,378848:1,"
     The first time the sushi was outstanding, the second time it was a little bland.
    ",FOOD#QUALITY,sushi,"('19', '24')","['The', 'first', 'time', 'sushi', 'outstanding', 'second', 'time', 'little', 'bland']"
neutral,378848,378848:2,"
     I'm sure I'll return for a final judgement tho.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['sure', 'return', 'final', 'judgement', 'tho']"
positive,378848,378848:3,"
     The blond wood decor is very soothing, the premium sake is excellent and the service is great.
    ",AMBIENCE#GENERAL,blond wood decor,"('4', '20')","['The', 'blond', 'wood', 'decor', 'soothing', 'premium', 'sake', 'excellent', 'service', 'great']"
positive,378848,378848:3,"
     The blond wood decor is very soothing, the premium sake is excellent and the service is great.
    ",DRINKS#QUALITY,premium sake,"('43', '55')","['The', 'blond', 'wood', 'decor', 'soothing', 'premium', 'sake', 'excellent', 'service', 'great']"
positive,378848,378848:3,"
     The blond wood decor is very soothing, the premium sake is excellent and the service is great.
    ",SERVICE#GENERAL,service,"('77', '84')","['The', 'blond', 'wood', 'decor', 'soothing', 'premium', 'sake', 'excellent', 'service', 'great']"
positive,397331,397331:0,"
     Mizu is the Japenese find in Grammercy.
    ",RESTAURANT#GENERAL,Mizu,"('0', '4')","['Mizu', 'Japenese', 'find', 'Grammercy']"
positive,397331,397331:1,"
     While their kitchen food is delicious, their Sushi is out of this world.
    ",FOOD#QUALITY,kitchen food,"('12', '24')","['While', 'kitchen', 'food', 'delicious', 'Sushi', 'world']"
positive,397331,397331:1,"
     While their kitchen food is delicious, their Sushi is out of this world.
    ",FOOD#QUALITY,Sushi,"('45', '50')","['While', 'kitchen', 'food', 'delicious', 'Sushi', 'world']"
positive,397331,397331:2,"
     Mizu is home to creative and unique rolls not to found anywhere else.
    ",FOOD#STYLE_OPTIONS,rolls,"('36', '41')","['Mizu', 'home', 'creative', 'unique', 'rolls', 'found', 'anywhere', 'else']"
positive,397331,397331:3,"
     Not only is the cuisine the best around, the service has always been attentive and charming.
    ",FOOD#QUALITY,cuisine,"('16', '23')","['Not', 'cuisine', 'best', 'around', 'service', 'always', 'attentive', 'charming']"
positive,397331,397331:3,"
     Not only is the cuisine the best around, the service has always been attentive and charming.
    ",SERVICE#GENERAL,service,"('45', '52')","['Not', 'cuisine', 'best', 'around', 'service', 'always', 'attentive', 'charming']"
positive,397331,397331:4,"
     Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!
    ",RESTAURANT#GENERAL,Mizu,"('90', '94')","['Warning', 'You', 'may', 'find', 'difficult', 'dine', 'Japanese', 'restaurants', 'visit', 'Mizu']"
positive,404464,404464:0,"
     Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.
    ",SERVICE#GENERAL,people,"('48', '54')","['Thalia', 'beautiful', 'restaurant', 'beautiful', 'people', 'serving', 'food', 'quite', 'match']"
negative,404464,404464:0,"
     Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.
    ",FOOD#QUALITY,food,"('76', '80')","['Thalia', 'beautiful', 'restaurant', 'beautiful', 'people', 'serving', 'food', 'quite', 'match']"
