polarity,review_id,sentence_id,text,op_category,op_target,op_OTE_offset,tokens
positive,BzG#4,BzG#4:2,"
     What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.
    ",FOOD#QUALITY,sausages,"('139', '147')","['What', 'really', 'makes', 'shine', 'food', 'aggressively', 'seasoned', 'Cyrpriot', 'spices', 'made', 'even', 'gyro', 'meat', 'sausages', 'made', 'much', 'higher', 'quality', 'ingredients', 'might', 'otherwise', 'expected']"
positive,BzG#4,BzG#4:2,"
     What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.
    ",FOOD#QUALITY,ingredients,"('182', '193')","['What', 'really', 'makes', 'shine', 'food', 'aggressively', 'seasoned', 'Cyrpriot', 'spices', 'made', 'even', 'gyro', 'meat', 'sausages', 'made', 'much', 'higher', 'quality', 'ingredients', 'might', 'otherwise', 'expected']"
positive,BzG#4,BzG#4:3,"
     All the various Greek and Cypriot dishes are excellent, but the gyro is the reason to come--if you don't eat one your trip was wasted.
    ",FOOD#QUALITY,Greek and Cypriot dishes,"('16', '40')","['All', 'various', 'Greek', 'Cypriot', 'dishes', 'excellent', 'gyro', 'reason', 'eat', 'one', 'trip', 'wasted']"
positive,BzG#4,BzG#4:3,"
     All the various Greek and Cypriot dishes are excellent, but the gyro is the reason to come--if you don't eat one your trip was wasted.
    ",FOOD#QUALITY,gyro,"('64', '68')","['All', 'various', 'Greek', 'Cypriot', 'dishes', 'excellent', 'gyro', 'reason', 'eat', 'one', 'trip', 'wasted']"
positive,NP#10,NP#10:0,"
     Best restaurant in Brooklyn
    ",RESTAURANT#GENERAL,restaurant,"('5', '15')","['Best', 'restaurant', 'Brooklyn']"
positive,NP#10,NP#10:1,"
     The best!
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['The', 'best']"
positive,NP#10,NP#10:2,"
     Great food, amazing service, this place is a class act.
    ",FOOD#QUALITY,food,"('6', '10')","['Great', 'food', 'amazing', 'service', 'place', 'class', 'act']"
positive,NP#10,NP#10:2,"
     Great food, amazing service, this place is a class act.
    ",SERVICE#GENERAL,service,"('20', '27')","['Great', 'food', 'amazing', 'service', 'place', 'class', 'act']"
positive,NP#10,NP#10:2,"
     Great food, amazing service, this place is a class act.
    ",RESTAURANT#GENERAL,place,"('34', '39')","['Great', 'food', 'amazing', 'service', 'place', 'class', 'act']"
positive,NP#10,NP#10:3,"
     The veal was incredible last night.
    ",FOOD#QUALITY,veal,"('4', '8')","['The', 'veal', 'incredible', 'last', 'night']"
positive,NP#10,NP#10:4,"
     Fresh, mind blowing flavors.
    ",FOOD#QUALITY,NULL,"('0', '0')","['Fresh', 'mind', 'blowing', 'flavors']"
positive,NP#10,NP#10:5,"
     This place is a must visit!
    ",RESTAURANT#GENERAL,place,"('5', '10')","['This', 'place', 'must', 'visit']"
positive,BHD#2,BHD#2:2,"
     Delicious, creative and fun.
    ",FOOD#QUALITY,NULL,"('0', '0')","['Delicious', 'creative', 'fun']"
positive,BHD#2,BHD#2:2,"
     Delicious, creative and fun.
    ",FOOD#STYLE_OPTIONS,NULL,"('0', '0')","['Delicious', 'creative', 'fun']"
positive,Z#11,Z#11:0,"
     Got a date? Go here!
    ",RESTAURANT#MISCELLANEOUS,NULL,"('0', '0')","['Got', 'date', 'Go']"
positive,Z#11,Z#11:1,"
     Every time I have a special occasion with my boyfriend I have a hard time going anywhere else.
    ",RESTAURANT#MISCELLANEOUS,NULL,"('0', '0')","['Every', 'time', 'I', 'special', 'occasion', 'boyfriend', 'I', 'hard', 'time', 'going', 'anywhere', 'else']"
positive,Z#11,Z#11:2,"
     It is so romantic.
    ",AMBIENCE#GENERAL,NULL,"('0', '0')","['It', 'romantic']"
positive,Z#11,Z#11:3,"
     Its dark, and cozy.. there is always jazz music playing when we go.
    ",AMBIENCE#GENERAL,NULL,"('0', '0')","['Its', 'dark', 'cozy', 'always', 'jazz', 'music', 'playing', 'go']"
positive,Z#11,Z#11:4,"
     Most of the booths allow you to sit next to eachother without looking like 'that' couple.
    ",AMBIENCE#GENERAL,booths,"('12', '18')","['Most', 'booths', 'allow', 'sit', 'next', 'eachother', 'without', 'looking', 'like', 'couple']"
positive,Z#11,Z#11:5,"
     The food is all shared so we get to order together and eat together.
    ",FOOD#STYLE_OPTIONS,food,"('4', '8')","['The', 'food', 'shared', 'get', 'order', 'together', 'eat', 'together']"
positive,Z#11,Z#11:6,"
     I've enjoyed 99% of the dishes we've ordered with the only exceptions being the occasional too-authentic-for-me dish (I'm a daring eater but not THAT daring).
    ",FOOD#QUALITY,dishes,"('24', '30')","['enjoyed', '99', 'dishes', 'ordered', 'exceptions', 'occasional', 'dish', 'daring', 'eater', 'THAT', 'daring']"
negative,Z#11,Z#11:6,"
     I've enjoyed 99% of the dishes we've ordered with the only exceptions being the occasional too-authentic-for-me dish (I'm a daring eater but not THAT daring).
    ",FOOD#QUALITY,dish,"('112', '116')","['enjoyed', '99', 'dishes', 'ordered', 'exceptions', 'occasional', 'dish', 'daring', 'eater', 'THAT', 'daring']"
positive,Z#11,Z#11:7,"
     Once you try it for a special occasion beware.. you can't stop!
    ",RESTAURANT#MISCELLANEOUS,NULL,"('0', '0')","['Once', 'try', 'special', 'occasion', 'beware', 'stop']"
positive,Z#11,Z#11:8,"
     You'll be ther for every anniversary, birthday, valentines day...
    ",RESTAURANT#MISCELLANEOUS,NULL,"('0', '0')","['ther', 'every', 'anniversary', 'birthday', 'valentines', 'day']"
positive,WE#4,WE#4:0,"
     For a Fabulous Wedding!
    ",RESTAURANT#MISCELLANEOUS,NULL,"('0', '0')","['For', 'Fabulous', 'Wedding']"
positive,WE#4,WE#4:1,"
     My daughter's wedding reception at Water's Edge received the highest compliments from our guests.
    ",RESTAURANT#MISCELLANEOUS,Water's Edge,"('35', '47')","['My', 'wedding', 'reception', 'Edge', 'received', 'highest', 'compliments', 'guests']"
positive,WE#4,WE#4:2,"
     Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!
    ",AMBIENCE#GENERAL,atmosphere,"('25', '35')","['Everyone', 'raved', 'atmosphere', 'elegant', 'rooms', 'absolutely', 'incomparable', 'views', 'fabulous', 'food']"
positive,WE#4,WE#4:2,"
     Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!
    ",AMBIENCE#GENERAL,rooms,"('45', '50')","['Everyone', 'raved', 'atmosphere', 'elegant', 'rooms', 'absolutely', 'incomparable', 'views', 'fabulous', 'food']"
positive,WE#4,WE#4:2,"
     Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!
    ",LOCATION#GENERAL,views,"('79', '84')","['Everyone', 'raved', 'atmosphere', 'elegant', 'rooms', 'absolutely', 'incomparable', 'views', 'fabulous', 'food']"
positive,WE#4,WE#4:2,"
     Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!
    ",FOOD#QUALITY,food,"('103', '107')","['Everyone', 'raved', 'atmosphere', 'elegant', 'rooms', 'absolutely', 'incomparable', 'views', 'fabulous', 'food']"
positive,WE#4,WE#4:3,"
     Service was wonderful;
    ",SERVICE#GENERAL,Service,"('0', '7')","['Service', 'wonderful']"
positive,WE#4,WE#4:4,"
     everyone was cheerfully cooperative and helpful.
    ",SERVICE#GENERAL,NULL,"('0', '0')","['everyone', 'cheerfully', 'cooperative', 'helpful']"
positive,WE#4,WE#4:5,"
     Paul, the maitre d', was totally professional and always on top of things.
    ",SERVICE#GENERAL,Paul,"('0', '4')","['Paul', 'maitre', 'totally', 'professional', 'always', 'top', 'things']"
positive,WE#4,WE#4:6,"
     Thank you everyone at Water's Edge.
    ",RESTAURANT#GENERAL,Water's Edge,"('22', '34')","['Thank', 'everyone', 'Edge']"
negative,TR#2,TR#2:0,"
     would NOT go back.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['would', 'NOT', 'go', 'back']"
negative,TR#2,TR#2:1,"
     Service ok but unfriendly,filthy bathroom.
    ",SERVICE#GENERAL,Service,"('0', '7')","['Service', 'ok', 'unfriendly', 'filthy', 'bathroom']"
negative,TR#2,TR#2:1,"
     Service ok but unfriendly,filthy bathroom.
    ",AMBIENCE#GENERAL,bathroom,"('33', '41')","['Service', 'ok', 'unfriendly', 'filthy', 'bathroom']"
neutral,TR#2,TR#2:2,"
     The high prices you're going to pay is for the view not for the food.
    ",LOCATION#GENERAL,view,"('47', '51')","['The', 'high', 'prices', 'going', 'pay', 'view', 'food']"
negative,TR#2,TR#2:2,"
     The high prices you're going to pay is for the view not for the food.
    ",FOOD#QUALITY,food,"('64', '68')","['The', 'high', 'prices', 'going', 'pay', 'view', 'food']"
negative,TR#2,TR#2:2,"
     The high prices you're going to pay is for the view not for the food.
    ",RESTAURANT#PRICES,NULL,"('0', '0')","['The', 'high', 'prices', 'going', 'pay', 'view', 'food']"
negative,TR#2,TR#2:3,"
     The bar drinks were Eh, ok to say the least.
    ",DRINKS#QUALITY,bar drinks,"('4', '14')","['The', 'bar', 'drinks', 'Eh', 'ok', 'say', 'least']"
negative,TR#2,TR#2:4,"
     The stuff tilapia was horrid...tasted like cardboard.
    ",FOOD#QUALITY,stuff tilapia,"('4', '17')","['The', 'stuff', 'tilapia', 'horrid', 'tasted', 'like', 'cardboard']"
negative,TR#2,TR#2:5,"
     We thought the dessert would be better, Wrong!
    ",FOOD#QUALITY,dessert,"('15', '22')","['We', 'thought', 'dessert', 'would', 'better', 'Wrong']"
negative,TR#2,TR#2:6,"
     $170 down the toilet...
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['170', 'toilet']"
negative,TR#2,TR#2:6,"
     $170 down the toilet...
    ",RESTAURANT#PRICES,NULL,"('0', '0')","['170', 'toilet']"
negative,TR#2,TR#2:7,"
     oh speaking of bathroom , the mens bathroom was disgusting.
    ",AMBIENCE#GENERAL,mens bathroom,"('30', '43')","['oh', 'speaking', 'bathroom', 'mens', 'bathroom', 'disgusting']"
negative,TR#2,TR#2:8,"
     The floor was wet, the trash can filled with hand towels n all over the floor, no soap, and no hand towels left.
    ",AMBIENCE#GENERAL,NULL,"('0', '0')","['The', 'floor', 'wet', 'trash', 'filled', 'hand', 'towels', 'n', 'floor', 'soap', 'hand', 'towels', 'left']"
positive,TFS#10,TFS#10:0,"
     Good Experience
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['Good', 'Experience']"
positive,TFS#10,TFS#10:2,"
     The wine list was extensive - though the staff did not seem knowledgeable about wine pairings.
    ",DRINKS#STYLE_OPTIONS,wine list,"('4', '13')","['The', 'wine', 'list', 'extensive', 'though', 'staff', 'seem', 'knowledgeable', 'wine', 'pairings']"
negative,TFS#10,TFS#10:2,"
     The wine list was extensive - though the staff did not seem knowledgeable about wine pairings.
    ",SERVICE#GENERAL,staff,"('41', '46')","['The', 'wine', 'list', 'extensive', 'though', 'staff', 'seem', 'knowledgeable', 'wine', 'pairings']"
negative,TFS#10,TFS#10:3,"
     The bread we received was horrible - rock hard and cold - and the ""free"" appetizer of olives was disappointing.
    ",FOOD#QUALITY,bread,"('4', '9')","['The', 'bread', 'received', 'horrible', 'rock', 'hard', 'cold', 'free', 'appetizer', 'olives', 'disappointing']"
negative,TFS#10,TFS#10:3,"
     The bread we received was horrible - rock hard and cold - and the ""free"" appetizer of olives was disappointing.
    ",FOOD#QUALITY,appetizer of olives,"('73', '92')","['The', 'bread', 'received', 'horrible', 'rock', 'hard', 'cold', 'free', 'appetizer', 'olives', 'disappointing']"
positive,TFS#10,TFS#10:4,"
     However, our main course was wonderful.
    ",FOOD#QUALITY,main course,"('13', '24')","['However', 'main', 'course', 'wonderful']"
positive,TFS#10,TFS#10:5,"
     I had fish and my husband had the filet - both of which exceeded our expectations.
    ",FOOD#QUALITY,fish,"('6', '10')","['I', 'fish', 'husband', 'filet', 'exceeded', 'expectations']"
positive,TFS#10,TFS#10:5,"
     I had fish and my husband had the filet - both of which exceeded our expectations.
    ",FOOD#QUALITY,filet,"('34', '39')","['I', 'fish', 'husband', 'filet', 'exceeded', 'expectations']"
positive,TFS#10,TFS#10:6,"
     The dessert (we had a pear torte) was good - but, once again, the staff was unable to provide appropriate drink suggestions.
    ",FOOD#QUALITY,pear torte,"('22', '32')","['The', 'dessert', 'pear', 'torte', 'good', 'staff', 'unable', 'provide', 'appropriate', 'drink', 'suggestions']"
negative,TFS#10,TFS#10:6,"
     The dessert (we had a pear torte) was good - but, once again, the staff was unable to provide appropriate drink suggestions.
    ",SERVICE#GENERAL,staff,"('66', '71')","['The', 'dessert', 'pear', 'torte', 'good', 'staff', 'unable', 'provide', 'appropriate', 'drink', 'suggestions']"
negative,TFS#10,TFS#10:7,"
     When we inquired about ports - the waitress listed off several but did not know taste variations or cost.
    ",SERVICE#GENERAL,waitress,"('35', '43')","['When', 'inquired', 'ports', 'waitress', 'listed', 'several', 'know', 'taste', 'variations', 'cost']"
negative,TFS#10,TFS#10:8,"
     Not what I would expect for the price and prestige of this location.
    ",SERVICE#GENERAL,NULL,"('0', '0')","['Not', 'I', 'would', 'expect', 'price', 'prestige', 'location']"
neutral,TFS#10,TFS#10:8,"
     Not what I would expect for the price and prestige of this location.
    ",RESTAURANT#PRICES,location,"('59', '67')","['Not', 'I', 'would', 'expect', 'price', 'prestige', 'location']"
neutral,TFS#10,TFS#10:8,"
     Not what I would expect for the price and prestige of this location.
    ",RESTAURANT#MISCELLANEOUS,location,"('59', '67')","['Not', 'I', 'would', 'expect', 'price', 'prestige', 'location']"
positive,TFS#10,TFS#10:9,"
     All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.
    ",RESTAURANT#GENERAL,restaurant,"('51', '61')","['All', 'I', 'would', 'return', 'beautiful', 'restaurant', 'I', 'hope', 'staff', 'pays', 'attention', 'little', 'details', 'future']"
positive,TFS#10,TFS#10:9,"
     All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.
    ",AMBIENCE#GENERAL,restaurant,"('51', '61')","['All', 'I', 'would', 'return', 'beautiful', 'restaurant', 'I', 'hope', 'staff', 'pays', 'attention', 'little', 'details', 'future']"
negative,TFS#10,TFS#10:9,"
     All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.
    ",SERVICE#GENERAL,staff,"('79', '84')","['All', 'I', 'would', 'return', 'beautiful', 'restaurant', 'I', 'hope', 'staff', 'pays', 'attention', 'little', 'details', 'future']"
positive,Z#9,Z#9:0,"
     short and sweet – seating is great:it's romantic,cozy and private.
    ",AMBIENCE#GENERAL,seating,"('18', '25')","['short', 'sweet', 'seating', 'great', 'romantic', 'cozy', 'private']"
positive,Z#9,Z#9:1,"
     The boths are not as small as some of the reviews make them out to look they're perfect for 2 people.
    ",AMBIENCE#GENERAL,boths,"('4', '9')","['The', 'boths', 'small', 'reviews', 'make', 'look', 'perfect', '2', 'people']"
positive,Z#9,Z#9:2,"
     The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.
    ",SERVICE#GENERAL,service,"('4', '11')","['The', 'service', 'extremely', 'fast', 'attentive', 'thanks', 'service', 'button', 'table', 'I', 'barely', 'understood', '1', 'word', 'waiter', 'took', 'order']"
positive,Z#9,Z#9:2,"
     The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.
    ",SERVICE#GENERAL,service button,"('59', '73')","['The', 'service', 'extremely', 'fast', 'attentive', 'thanks', 'service', 'button', 'table', 'I', 'barely', 'understood', '1', 'word', 'waiter', 'took', 'order']"
negative,Z#9,Z#9:2,"
     The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.
    ",SERVICE#GENERAL,waiter,"('129', '135')","['The', 'service', 'extremely', 'fast', 'attentive', 'thanks', 'service', 'button', 'table', 'I', 'barely', 'understood', '1', 'word', 'waiter', 'took', 'order']"
neutral,Z#9,Z#9:3,"
     The food was ok and fair nothing to go crazy.
    ",FOOD#QUALITY,food,"('4', '8')","['The', 'food', 'ok', 'fair', 'nothing', 'go', 'crazy']"
positive,Z#9,Z#9:5,"
     Over all the looks of the place exceeds the actual meals.
    ",AMBIENCE#GENERAL,looks,"('13', '18')","['Over', 'looks', 'place', 'exceeds', 'actual', 'meals']"
negative,Z#9,Z#9:5,"
     Over all the looks of the place exceeds the actual meals.
    ",FOOD#QUALITY,meals,"('51', '56')","['Over', 'looks', 'place', 'exceeds', 'actual', 'meals']"
negative,Z#9,Z#9:6,"
     So what you really end up paying for is the restaurant not the food.
    ",RESTAURANT#PRICES,restaurant,"('44', '54')","['So', 'really', 'end', 'paying', 'restaurant', 'food']"
neutral,Z#9,Z#9:6,"
     So what you really end up paying for is the restaurant not the food.
    ",AMBIENCE#GENERAL,restaurant,"('44', '54')","['So', 'really', 'end', 'paying', 'restaurant', 'food']"
negative,Z#9,Z#9:6,"
     So what you really end up paying for is the restaurant not the food.
    ",FOOD#QUALITY,food,"('63', '67')","['So', 'really', 'end', 'paying', 'restaurant', 'food']"
negative,Z#9,Z#9:7,"
     Will prob. not return but it is a great dinning experience to try atleast once.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['Will', 'prob', 'return', 'great', 'dinning', 'experience', 'try', 'atleast']"
positive,Z#9,Z#9:7,"
     Will prob. not return but it is a great dinning experience to try atleast once.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['Will', 'prob', 'return', 'great', 'dinning', 'experience', 'try', 'atleast']"
positive,NP#3,NP#3:0,"
     Impressed...
    ",RESTAURANT#GENERAL,NULL,"('0', '0')",['Impressed']
positive,NP#3,NP#3:1,"
     Subtle food and service
    ",FOOD#QUALITY,food,"('7', '11')","['Subtle', 'food', 'service']"
positive,NP#3,NP#3:1,"
     Subtle food and service
    ",SERVICE#GENERAL,service,"('16', '23')","['Subtle', 'food', 'service']"
positive,NP#3,NP#3:2,"
     Noodle pudding is exactly the type of service and food I enjoy.
    ",SERVICE#GENERAL,service,"('38', '45')","['Noodle', 'pudding', 'exactly', 'type', 'service', 'food', 'I', 'enjoy']"
positive,NP#3,NP#3:2,"
     Noodle pudding is exactly the type of service and food I enjoy.
    ",FOOD#QUALITY,food,"('50', '54')","['Noodle', 'pudding', 'exactly', 'type', 'service', 'food', 'I', 'enjoy']"
positive,NP#3,NP#3:3,"
     Servers are all different, Greg is my favorite.
    ",SERVICE#GENERAL,Greg,"('27', '31')","['Servers', 'different', 'Greg', 'favorite']"
positive,NP#3,NP#3:4,"
     Sometimes tables don't understand his sense of humor but it's refreshing to have a server who has personality, professionalism, and respects the privacy of your dinner.
    ",SERVICE#GENERAL,server,"('83', '89')","['Sometimes', 'tables', 'understand', 'sense', 'humor', 'refreshing', 'server', 'personality', 'professionalism', 'respects', 'privacy', 'dinner']"
