polarity,review_id,sentence_id,text,op_category,op_target,op_OTE_offset,tokens
neutral,TFS#5,TFS#5:23,"
     The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".
    ",RESTAURANT#MISCELLANEOUS,The Four Seasons,"('0', '16')","['The', 'Four', 'Seasons', 'history', 'sort', 'landmark', 'New', 'York', 'City', 'restaurants', 'trust', 'charge', 'nose', 'say', 'four', 'seasons', 'restaurant']"
negative,TFS#5,TFS#5:23,"
     The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".
    ",RESTAURANT#PRICES,The Four Seasons,"('0', '16')","['The', 'Four', 'Seasons', 'history', 'sort', 'landmark', 'New', 'York', 'City', 'restaurants', 'trust', 'charge', 'nose', 'say', 'four', 'seasons', 'restaurant']"
negative,TFS#5,TFS#5:24,"
     I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['I', 'wanted', 'go', 'see', 'worth', 'sadly', 'curiousity', 'got', 'best', 'I', 'paid', 'dearly']"
negative,TFS#5,TFS#5:24,"
     I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.
    ",RESTAURANT#PRICES,NULL,"('0', '0')","['I', 'wanted', 'go', 'see', 'worth', 'sadly', 'curiousity', 'got', 'best', 'I', 'paid', 'dearly']"
positive,TFS#5,TFS#5:25,"
     All in all, the food was great (except for the dessserts).
    ",FOOD#QUALITY,food,"('16', '20')","['All', 'food', 'great', 'except', 'dessserts']"
negative,TFS#5,TFS#5:25,"
     All in all, the food was great (except for the dessserts).
    ",FOOD#QUALITY,dessserts,"('47', '56')","['All', 'food', 'great', 'except', 'dessserts']"
neutral,TFS#5,TFS#5:26,"
     The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.
    ",AMBIENCE#GENERAL,environment,"('4', '15')","['The', 'environment', 'upscale', 'see', 'lot', 'rich', 'guys', 'trophy', 'wives', 'highly', 'paid', 'escorts']"
neutral,TFS#5,TFS#5:26,"
     The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.
    ",RESTAURANT#MISCELLANEOUS,NULL,"('4', '15')","['The', 'environment', 'upscale', 'see', 'lot', 'rich', 'guys', 'trophy', 'wives', 'highly', 'paid', 'escorts']"
negative,TFS#5,TFS#5:27,"
     If you are going for the food, it will not be worth it.
    ",FOOD#QUALITY,food,"('25', '29')","['If', 'going', 'food', 'worth']"
negative,TFS#5,TFS#5:29,"
     You would think they would make up for it with service, sadly, no.
    ",SERVICE#GENERAL,service,"('47', '54')","['You', 'would', 'think', 'would', 'make', 'service', 'sadly']"
negative,TFS#5,TFS#5:30,"
     Service was just ok, it is not what you'd expect for $500.
    ",SERVICE#GENERAL,Service,"('0', '7')","['Service', 'ok', 'expect', '500']"
negative,TFS#5,TFS#5:30,"
     Service was just ok, it is not what you'd expect for $500.
    ",RESTAURANT#PRICES,NULL,"('0', '0')","['Service', 'ok', 'expect', '500']"
negative,CLF#3,CLF#3:0,"
     Terrible Waste of money.. scammers
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['Terrible', 'Waste', 'money', 'scammers']"
negative,CLF#3,CLF#3:0,"
     Terrible Waste of money.. scammers
    ",RESTAURANT#PRICES,NULL,"('0', '0')","['Terrible', 'Waste', 'money', 'scammers']"
negative,CLF#3,CLF#3:1,"
     I agree that dining at Casa La Femme is like no other dining experience!
    ",RESTAURANT#GENERAL,Casa La Femme,"('23', '36')","['I', 'agree', 'dining', 'Casa', 'La', 'Femme', 'like', 'dining', 'experience']"
negative,CLF#3,CLF#3:3,"
     I am actually offended to have spent so much money on such a bad experience.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['I', 'actually', 'offended', 'spent', 'much', 'money', 'bad', 'experience']"
negative,CLF#3,CLF#3:3,"
     I am actually offended to have spent so much money on such a bad experience.
    ",RESTAURANT#PRICES,NULL,"('0', '0')","['I', 'actually', 'offended', 'spent', 'much', 'money', 'bad', 'experience']"
negative,CLF#3,CLF#3:4,"
     I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.
    ",RESTAURANT#GENERAL,Casa La Femme,"('46', '59')","['I', 'literally', 'got', 'back', 'home', 'visiting', 'Casa', 'La', 'Femme', 'offended', 'visit', 'felt', 'necessary', 'try', 'warn', 'diners', 'value', 'money', 'time']"
negative,CLF#3,CLF#3:4,"
     I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.
    ",RESTAURANT#PRICES,Casa La Femme,"('46', '59')","['I', 'literally', 'got', 'back', 'home', 'visiting', 'Casa', 'La', 'Femme', 'offended', 'visit', 'felt', 'necessary', 'try', 'warn', 'diners', 'value', 'money', 'time']"
negative,CLF#3,CLF#3:6,"
     Our visit their to say the least, was an unpleasant and costly experience!
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['Our', 'visit', 'say', 'least', 'unpleasant', 'costly', 'experience']"
negative,CLF#3,CLF#3:6,"
     Our visit their to say the least, was an unpleasant and costly experience!
    ",RESTAURANT#PRICES,NULL,"('0', '0')","['Our', 'visit', 'say', 'least', 'unpleasant', 'costly', 'experience']"
negative,CLF#3,CLF#3:7,"
     And even more so unpleasant because it was so costly for such an unpleasant experience.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['And', 'even', 'unpleasant', 'costly', 'unpleasant', 'experience']"
negative,CLF#3,CLF#3:7,"
     And even more so unpleasant because it was so costly for such an unpleasant experience.
    ",RESTAURANT#PRICES,NULL,"('0', '0')","['And', 'even', 'unpleasant', 'costly', 'unpleasant', 'experience']"
neutral,CLF#3,CLF#3:8,"
     We did arrive late for our reservation so I can not complain too much about the wait for a table.
    ",SERVICE#GENERAL,wait,"('80', '84')","['We', 'arrive', 'late', 'reservation', 'I', 'complain', 'much', 'wait', 'table']"
negative,CLF#3,CLF#3:9,"
     Although we were told 10-15 minutes and it was more like 45 minutes.
    ",SERVICE#GENERAL,NULL,"('0', '0')","['Although', 'told', 'minutes', 'like', '45', 'minutes']"
positive,CLF#3,CLF#3:10,"
     We were ushered to the bar to wait momentarily and upon arrival were so excited.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['We', 'ushered', 'bar', 'wait', 'momentarily', 'upon', 'arrival', 'excited']"
positive,CLF#3,CLF#3:11,"
     The place is beautiful!
    ",AMBIENCE#GENERAL,place,"('4', '9')","['The', 'place', 'beautiful']"
positive,CLF#3,CLF#3:12,"
     The hostess was very pleasant.
    ",SERVICE#GENERAL,hostess,"('4', '11')","['The', 'hostess', 'pleasant']"
negative,CLF#3,CLF#3:13,"
     However, our $14 drinks were were horrible!
    ",DRINKS#QUALITY,drinks,"('17', '23')","['However', '14', 'drinks', 'horrible']"
negative,CLF#3,CLF#3:13,"
     However, our $14 drinks were were horrible!
    ",DRINKS#PRICES,drinks,"('17', '23')","['However', '14', 'drinks', 'horrible']"
negative,CLF#3,CLF#3:14,"
     Once we finally got a table, despite indicating we wanted an alla carte menu we were pushed into a table that was only price fixed!
    ",SERVICE#GENERAL,NULL,"('0', '0')","['Once', 'finally', 'got', 'table', 'despite', 'indicating', 'wanted', 'alla', 'carte', 'menu', 'pushed', 'table', 'price', 'fixed']"
negative,CLF#3,CLF#3:16,"
     Our experience did not ever get any better.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['Our', 'experience', 'ever', 'get', 'better']"
negative,CLF#3,CLF#3:17,"
     For each course we waited over 1/2 hour to 45 minutes and were never offered a drink.
    ",SERVICE#GENERAL,NULL,"('0', '0')","['For', 'course', 'waited', 'hour', '45', 'minutes', 'never', 'offered', 'drink']"
negative,CLF#3,CLF#3:18,"
     We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.
    ",SERVICE#GENERAL,waiter,"('42', '48')","['We', 'also', 'asked', 'Hooka', 'six', 'times', 'waiter', 'kept', 'telling', 'us', 'one', 'minute', 'never', 'returning', 'Hooka']"
negative,CLF#3,CLF#3:19,"
     After the 4th time i asked again and the waiter than said after our dinner.
    ",SERVICE#GENERAL,waiter,"('41', '47')","['After', '4th', 'time', 'asked', 'waiter', 'said', 'dinner']"
negative,CLF#3,CLF#3:20,"
     We asked for beverages and never received them.
    ",SERVICE#GENERAL,NULL,"('0', '0')","['We', 'asked', 'beverages', 'never', 'received']"
negative,CLF#3,CLF#3:21,"
     We asked for sides which the waiter than admitted that he forgot to put in that part of our order.
    ",SERVICE#GENERAL,waiter,"('29', '35')","['We', 'asked', 'sides', 'waiter', 'admitted', 'forgot', 'put', 'part', 'order']"
negative,CLF#3,CLF#3:22,"
     My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin.
    ",FOOD#QUALITY,chicken,"('3', '10')","['My', 'chicken', 'inedible', 'many', 'fatty', 'lumps', 'keep', 'spitting', 'napkin']"
negative,CLF#3,CLF#3:23,"
     I would not expect this for a $55 dinner.
    ",FOOD#QUALITY,dinner,"('34', '40')","['I', 'would', 'expect', '55', 'dinner']"
negative,CLF#3,CLF#3:23,"
     I would not expect this for a $55 dinner.
    ",FOOD#PRICES,dinner,"('34', '40')","['I', 'would', 'expect', '55', 'dinner']"
negative,CLF#3,CLF#3:24,"
     By the time we finished our dinner we still had not received one beverage NOR hooka!
    ",SERVICE#GENERAL,NULL,"('0', '0')","['By', 'time', 'finished', 'dinner', 'still', 'received', 'one', 'beverage', 'NOR', 'hooka']"
negative,CLF#3,CLF#3:25,"
     What we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka.. some of which we never received!
    ",SERVICE#GENERAL,NULL,"('0', '0')","['What', 'waste', '3', 'hours', 'trapped', 'table', 'waiting', 'waiting', 'food', 'drinks', 'hooka', 'never', 'received']"
negative,CLF#3,CLF#3:26,"
     The only beverage we did receive was water in dirty glasses!
    ",SERVICE#GENERAL,NULL,"('0', '0')","['The', 'beverage', 'receive', 'water', 'dirty', 'glasses']"
negative,CLF#3,CLF#3:27,"
     To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.
    ",SERVICE#GENERAL,NULL,"('0', '0')","['To', 'top', 'main', 'reason', 'came', 'restaurant', 'belly', 'dancers', 'missed', 'first', 'show', 'seated', 'yet', '2nd', 'belly', 'dancer', 'danced', 'two', 'tables', 'back', 'restaurant', 'never', 'made', 'around', 'half', 'restaurant']"
negative,CLF#3,CLF#3:27,"
     To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.
    ",RESTAURANT#MISCELLANEOUS,NULL,"('0', '0')","['To', 'top', 'main', 'reason', 'came', 'restaurant', 'belly', 'dancers', 'missed', 'first', 'show', 'seated', 'yet', '2nd', 'belly', 'dancer', 'danced', 'two', 'tables', 'back', 'restaurant', 'never', 'made', 'around', 'half', 'restaurant']"
negative,CLF#3,CLF#3:28,"
     By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!
    ",FOOD#QUALITY,food,"('211', '215')","['By', 'time', 'left', 'wallets', 'empy', 'stomachs', 'AND', 'missed', 'show', 'supposed', 'see', 'following', 'dinner', 'would', 'acceptable', 'got', 'enjoy', 'experience', 'good', 'food', 'belly', 'dancers']"
negative,CLF#3,CLF#3:28,"
     By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!
    ",RESTAURANT#PRICES,NULL,"('0', '0')","['By', 'time', 'left', 'wallets', 'empy', 'stomachs', 'AND', 'missed', 'show', 'supposed', 'see', 'following', 'dinner', 'would', 'acceptable', 'got', 'enjoy', 'experience', 'good', 'food', 'belly', 'dancers']"
negative,CLF#3,CLF#3:28,"
     By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!
    ",RESTAURANT#MISCELLANEOUS,NULL,"('0', '0')","['By', 'time', 'left', 'wallets', 'empy', 'stomachs', 'AND', 'missed', 'show', 'supposed', 'see', 'following', 'dinner', 'would', 'acceptable', 'got', 'enjoy', 'experience', 'good', 'food', 'belly', 'dancers']"
negative,CLF#3,CLF#3:29,"
     If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!
    ",FOOD#QUALITY,meal,"('101', '105')","['If', 'seemed', 'possible', 'I', 'would', 'fought', 'bill', 'since', 'dinner', 'portion', 'meal', 'inedible']"
negative,CLF#3,CLF#3:29,"
     If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!
    ",RESTAURANT#PRICES,NULL,"('0', '0')","['If', 'seemed', 'possible', 'I', 'would', 'fought', 'bill', 'since', 'dinner', 'portion', 'meal', 'inedible']"
negative,CLF#3,CLF#3:30,"
     I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.
    ",RESTAURANT#GENERAL,restaurant,"('20', '30')","['I', 'never', 'left', 'restaurant', 'feeling', 'abused', 'wasted', 'hard', 'earned', 'money']"
negative,CLF#3,CLF#3:30,"
     I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.
    ",RESTAURANT#PRICES,restaurant,"('20', '30')","['I', 'never', 'left', 'restaurant', 'feeling', 'abused', 'wasted', 'hard', 'earned', 'money']"
negative,CLF#3,CLF#3:31,"
     MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['MY', 'husbands', 'birthday', 'sons', 'intended', 'drove', 'two', 'hours', 'spend', 'much', 'money', 'treated', 'terribly']"
negative,CLF#3,CLF#3:31,"
     MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!
    ",RESTAURANT#PRICES,NULL,"('0', '0')","['MY', 'husbands', 'birthday', 'sons', 'intended', 'drove', 'two', 'hours', 'spend', 'much', 'money', 'treated', 'terribly']"
negative,CLF#3,CLF#3:31,"
     MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!
    ",SERVICE#GENERAL,NULL,"('0', '0')","['MY', 'husbands', 'birthday', 'sons', 'intended', 'drove', 'two', 'hours', 'spend', 'much', 'money', 'treated', 'terribly']"
negative,CLF#3,CLF#3:32,"
     I wish I COULD be refunded!
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['I', 'wish', 'I', 'COULD', 'refunded']"
negative,BFC#9,BFC#9:0,"
     Don't go with a larger group than 4!
    ",RESTAURANT#MISCELLANEOUS,NULL,"('0', '0')","['go', 'larger', 'group', '4']"
positive,BFC#9,BFC#9:4,"
     At first we were a little taken aback, as this seemed to present a problem, although the restaurant looked fairly empty, but they hastily put the table together for us.
    ",SERVICE#GENERAL,NULL,"('0', '0')","['At', 'first', 'little', 'taken', 'aback', 'seemed', 'present', 'problem', 'although', 'restaurant', 'looked', 'fairly', 'empty', 'hastily', 'put', 'table', 'together', 'us']"
neutral,BFC#9,BFC#9:5,"
     The menu is fairly simple without much descriptions.
    ",FOOD#STYLE_OPTIONS,menu,"('4', '8')","['The', 'menu', 'fairly', 'simple', 'without', 'much', 'descriptions']"
negative,BFC#9,BFC#9:6,"
     There was no tap beer that evening, which was a disappointment.
    ",DRINKS#STYLE_OPTIONS,beer,"('17', '21')","['There', 'tap', 'beer', 'evening', 'disappointment']"
negative,BFC#9,BFC#9:7,"
     Not much of a selection of bottled beer either, we went with Brahma.
    ",DRINKS#STYLE_OPTIONS,selection of bottled beer,"('14', '39')","['Not', 'much', 'selection', 'bottled', 'beer', 'either', 'went', 'Brahma']"
positive,BFC#9,BFC#9:8,"
     The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each).
    ",FOOD#QUALITY,fried oysters and clams,"('60', '83')","['The', 'appetizers', 'ordered', 'served', 'quickly', 'order', 'fried', 'oysters', 'clams', 'delicious', 'tiny', 'portion', 'maybe', '3']"
negative,BFC#9,BFC#9:8,"
     The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each).
    ",FOOD#STYLE_OPTIONS,fried oysters and clams,"('60', '83')","['The', 'appetizers', 'ordered', 'served', 'quickly', 'order', 'fried', 'oysters', 'clams', 'delicious', 'tiny', 'portion', 'maybe', '3']"
positive,BFC#9,BFC#9:8,"
     The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each).
    ",SERVICE#GENERAL,NULL,"('0', '0')","['The', 'appetizers', 'ordered', 'served', 'quickly', 'order', 'fried', 'oysters', 'clams', 'delicious', 'tiny', 'portion', 'maybe', '3']"
neutral,BFC#9,BFC#9:9,"
     The lobster knuckles (special of the day) were ok, but pretty tasteless.
    ",FOOD#STYLE_OPTIONS,lobster knuckles,"('4', '20')","['The', 'lobster', 'knuckles', 'special', 'day', 'ok', 'pretty', 'tasteless']"
negative,BFC#9,BFC#9:9,"
     The lobster knuckles (special of the day) were ok, but pretty tasteless.
    ",FOOD#QUALITY,lobster knuckles,"('4', '20')","['The', 'lobster', 'knuckles', 'special', 'day', 'ok', 'pretty', 'tasteless']"
negative,BFC#9,BFC#9:14,"
     She replied ""well it would be more convenient for us if you ordered now, since you are a larger party, and it might get crowded.""
    ",SERVICE#GENERAL,NULL,"('0', '0')","['She', 'replied', 'well', 'would', 'convenient', 'us', 'ordered', 'since', 'larger', 'party', 'might', 'get', 'crowded']"
neutral,BFC#9,BFC#9:16,"
     The food arrived in about 15 minutes.
    ",SERVICE#GENERAL,NULL,"('0', '0')","['The', 'food', 'arrived', '15', 'minutes']"
positive,BFC#9,BFC#9:17,"
     I had the Thai style Fried Sea Bass...which was very good.
    ",FOOD#QUALITY,Thai style Fried Sea Bass,"('10', '35')","['I', 'Thai', 'style', 'Fried', 'Sea', 'Bass', 'good']"
positive,BFC#9,BFC#9:18,"
     Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice!
    ",FOOD#QUALITY,food,"('43', '47')","['Everyone', 'seemed', 'generally', 'happy', 'food', 'except', 'brother', 'grilled', 'Mahi', 'Mahi', 'seemingly', 'drenched', 'Grapfruit', 'Juice']"
negative,BFC#9,BFC#9:18,"
     Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice!
    ",FOOD#QUALITY,grilled Mahi Mahi,"('79', '96')","['Everyone', 'seemed', 'generally', 'happy', 'food', 'except', 'brother', 'grilled', 'Mahi', 'Mahi', 'seemingly', 'drenched', 'Grapfruit', 'Juice']"
negative,BFC#9,BFC#9:18,"
     Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice!
    ",FOOD#STYLE_OPTIONS,grilled Mahi Mahi,"('79', '96')","['Everyone', 'seemed', 'generally', 'happy', 'food', 'except', 'brother', 'grilled', 'Mahi', 'Mahi', 'seemingly', 'drenched', 'Grapfruit', 'Juice']"
positive,BFC#9,BFC#9:19,"
     I heard the lobster roll was excellent.
    ",FOOD#QUALITY,lobster roll,"('12', '24')","['I', 'heard', 'lobster', 'roll', 'excellent']"
negative,BFC#9,BFC#9:20,"
     They seemed to continue to rush us along, taking plates without asking if we were done (my sister still had her fork in hand).
    ",SERVICE#GENERAL,NULL,"('0', '0')","['They', 'seemed', 'continue', 'rush', 'us', 'along', 'taking', 'plates', 'without', 'asking', 'done', 'sister', 'still', 'fork', 'hand']"
positive,BFC#9,BFC#9:21,"
     All in all the food was good - a little on the expensive side, but fresh.
    ",FOOD#QUALITY,food,"('15', '19')","['All', 'food', 'good', 'little', 'expensive', 'side', 'fresh']"
negative,BFC#9,BFC#9:21,"
     All in all the food was good - a little on the expensive side, but fresh.
    ",FOOD#PRICES,food,"('15', '19')","['All', 'food', 'good', 'little', 'expensive', 'side', 'fresh']"
negative,BFC#9,BFC#9:22,"
     Service not the friendliest to our ""large party""!
    ",SERVICE#GENERAL,Service,"('0', '7')","['Service', 'friendliest', 'large', 'party']"
negative,BFC#9,BFC#9:23,"
     Probably would not go back here.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['Probably', 'would', 'go', 'back']"
positive,BG#5,BG#5:0,"
     Great Indian food
    ",FOOD#QUALITY,Indian food,"('6', '17')","['Great', 'Indian', 'food']"
positive,BG#5,BG#5:2,"
     Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.
    ",FOOD#QUALITY,Food,"('0', '4')","['Food', 'amazing', 'I', 'love', 'Indian', 'food', 'eat', 'quite', 'regularly', 'I', 'say', 'one', 'best']"
neutral,BG#5,BG#5:3,"
     Very ""normal Indian food"", but done really well.
    ",FOOD#STYLE_OPTIONS,Indian food,"('13', '24')","['Very', 'normal', 'Indian', 'food', 'done', 'really', 'well']"
positive,BG#5,BG#5:3,"
     Very ""normal Indian food"", but done really well.
    ",FOOD#QUALITY,Indian food,"('13', '24')","['Very', 'normal', 'Indian', 'food', 'done', 'really', 'well']"
positive,BG#5,BG#5:4,"
     I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.
    ",RESTAURANT#GENERAL,place,"('166', '171')","['I', '4', 'instead', '5', 'price', 'chicken', 'tikka', 'masala', 'bread', 'rice', '25', 'I', 'would', 'expect', 'upscale', 'Indian', 'restaurant', 'place', 'upscale', 'feel']"
negative,BG#5,BG#5:4,"
     I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.
    ",RESTAURANT#PRICES,place,"('166', '171')","['I', '4', 'instead', '5', 'price', 'chicken', 'tikka', 'masala', 'bread', 'rice', '25', 'I', 'would', 'expect', 'upscale', 'Indian', 'restaurant', 'place', 'upscale', 'feel']"
negative,BG#5,BG#5:4,"
     I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.
    ",FOOD#PRICES,chicken tikka masala,"('54', '74')","['I', '4', 'instead', '5', 'price', 'chicken', 'tikka', 'masala', 'bread', 'rice', '25', 'I', 'would', 'expect', 'upscale', 'Indian', 'restaurant', 'place', 'upscale', 'feel']"
negative,BG#5,BG#5:4,"
     I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.
    ",AMBIENCE#GENERAL,feel,"('196', '200')","['I', '4', 'instead', '5', 'price', 'chicken', 'tikka', 'masala', 'bread', 'rice', '25', 'I', 'would', 'expect', 'upscale', 'Indian', 'restaurant', 'place', 'upscale', 'feel']"
negative,BG#5,BG#5:5,"
     Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.
    ",SERVICE#GENERAL,waiters,"('6', '13')","['Also', 'waiters', 'try', 'push', 'food', 'like', 'suggest', 'things', 'complimentary', 'actually', 'cost']"
negative,BG#5,BG#5:6,"
     I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).
    ",SERVICE#GENERAL,NULL,"('0', '0')","['I', 'appreciate', 'places', 'people', 'try', 'drive', 'bill', 'without', 'knowledge', 'huge', 'turnoff', 'price']"
