polarity,review_id,sentence_id,text,op_category,op_target,op_OTE_offset,tokens
positive,1064477,1064477:4,"
     We took advanatage of the half price sushi deal on saturday so it was well worth it.
    ",FOOD#QUALITY,half price sushi deal,"('26', '47')","['We', 'took', 'advanatage', 'half', 'price', 'sushi', 'deal', 'saturday', 'well', 'worth']"
positive,1064477,1064477:4,"
     We took advanatage of the half price sushi deal on saturday so it was well worth it.
    ",FOOD#PRICES,half price sushi deal,"('26', '47')","['We', 'took', 'advanatage', 'half', 'price', 'sushi', 'deal', 'saturday', 'well', 'worth']"
positive,1074868,1074868:2,"
     Surprisingly nothing could be further from the truth.
    ",RESTAURANT#MISCELLANEOUS,NULL,"('0', '0')","['Surprisingly', 'nothing', 'could', 'truth']"
positive,1074868,1074868:3,"
     In the evening, this place attracted a well dressed, with it, NY crowd.
    ",RESTAURANT#MISCELLANEOUS,crowd,"('65', '70')","['In', 'evening', 'place', 'attracted', 'well', 'dressed', 'NY', 'crowd']"
positive,1074868,1074868:4,"
     The food was well prepared and the service impecable.
    ",FOOD#QUALITY,food,"('4', '8')","['The', 'food', 'well', 'prepared', 'service', 'impecable']"
positive,1074868,1074868:4,"
     The food was well prepared and the service impecable.
    ",SERVICE#GENERAL,service,"('35', '42')","['The', 'food', 'well', 'prepared', 'service', 'impecable']"
positive,1074868,1074868:5,"
     I'm going back.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['going', 'back']"
positive,1084394,1084394:1,"
     Quite simply it's like stepping out of Manhattan and into a haven of tranquility.
    ",AMBIENCE#GENERAL,NULL,"('0', '0')","['Quite', 'simply', 'like', 'stepping', 'Manhattan', 'tranquility']"
positive,1084394,1084394:3,"
     The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).
    ",FOOD#QUALITY,Prix Fixe menu,"('4', '18')","['The', 'Prix', 'Fixe', 'menu', 'worth', 'every', 'penny', 'get', 'enough', 'quantity', 'AND', 'quality']"
positive,1084394,1084394:3,"
     The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).
    ",FOOD#STYLE_OPTIONS,Prix Fixe menu,"('4', '18')","['The', 'Prix', 'Fixe', 'menu', 'worth', 'every', 'penny', 'get', 'enough', 'quantity', 'AND', 'quality']"
positive,1084394,1084394:3,"
     The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).
    ",FOOD#PRICES,Prix Fixe menu,"('4', '18')","['The', 'Prix', 'Fixe', 'menu', 'worth', 'every', 'penny', 'get', 'enough', 'quantity', 'AND', 'quality']"
positive,1084394,1084394:4,"
     I will be going back and heartily recommend it!
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['I', 'going', 'back', 'heartily', 'recommend']"
positive,1086415,1086415:1,"
     It is terrific, as is the value.
    ",FOOD#QUALITY,NULL,"('0', '0')","['It', 'terrific', 'value']"
positive,1086415,1086415:1,"
     It is terrific, as is the value.
    ",FOOD#PRICES,NULL,"('0', '0')","['It', 'terrific', 'value']"
positive,1086415,1086415:2,"
     $6 and there is much tasty food, all of it fresh and continually refilled.
    ",FOOD#STYLE_OPTIONS,food,"('27', '31')","['6', 'much', 'tasty', 'food', 'fresh', 'continually', 'refilled']"
positive,1086415,1086415:2,"
     $6 and there is much tasty food, all of it fresh and continually refilled.
    ",FOOD#QUALITY,food,"('27', '31')","['6', 'much', 'tasty', 'food', 'fresh', 'continually', 'refilled']"
positive,1086415,1086415:2,"
     $6 and there is much tasty food, all of it fresh and continually refilled.
    ",FOOD#PRICES,food,"('27', '31')","['6', 'much', 'tasty', 'food', 'fresh', 'continually', 'refilled']"
positive,1086415,1086415:3,"
     I am not a vegetarian but, almost all the dishes were great.
    ",FOOD#QUALITY,dishes,"('42', '48')","['I', 'vegetarian', 'almost', 'dishes', 'great']"
positive,1086415,1086415:5,"
     Go hungry and enjoy.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['Go', 'hungry', 'enjoy']"
positive,1086478,1086478:0,"
     The food here is rather good, but only if you like to wait for it.
    ",FOOD#QUALITY,food,"('4', '8')","['The', 'food', 'rather', 'good', 'like', 'wait']"
negative,1086478,1086478:0,"
     The food here is rather good, but only if you like to wait for it.
    ",SERVICE#GENERAL,NULL,"('0', '0')","['The', 'food', 'rather', 'good', 'like', 'wait']"
positive,1086478,1086478:1,"
     I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.
    ",FOOD#QUALITY,somosas,"('11', '18')","['I', 'like', 'somosas', 'chai', 'chole', 'dhosas', 'dhal', 'kinda', 'dissapointing']"
positive,1086478,1086478:1,"
     I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.
    ",FOOD#QUALITY,chai,"('20', '24')","['I', 'like', 'somosas', 'chai', 'chole', 'dhosas', 'dhal', 'kinda', 'dissapointing']"
positive,1086478,1086478:1,"
     I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.
    ",FOOD#QUALITY,chole,"('34', '39')","['I', 'like', 'somosas', 'chai', 'chole', 'dhosas', 'dhal', 'kinda', 'dissapointing']"
negative,1086478,1086478:1,"
     I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.
    ",FOOD#QUALITY,dhosas,"('49', '55')","['I', 'like', 'somosas', 'chai', 'chole', 'dhosas', 'dhal', 'kinda', 'dissapointing']"
negative,1086478,1086478:1,"
     I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.
    ",FOOD#QUALITY,dhal,"('60', '64')","['I', 'like', 'somosas', 'chai', 'chole', 'dhosas', 'dhal', 'kinda', 'dissapointing']"
negative,1086478,1086478:2,"
     The service varys from day to day- sometimes they're very nice, and sometimes not.
    ",SERVICE#GENERAL,service,"('4', '11')","['The', 'service', 'varys', 'day', 'day', 'sometimes', 'nice', 'sometimes']"
negative,1086478,1086478:3,"
     The kitchen however, is almost always slow.
    ",SERVICE#GENERAL,kitchen,"('4', '11')","['The', 'kitchen', 'however', 'almost', 'always', 'slow']"
negative,1086478,1086478:4,"
     Also, specify if you like your food spicy- its rather bland if you don't.
    ",FOOD#QUALITY,food,"('31', '35')","['Also', 'specify', 'like', 'food', 'spicy', 'rather', 'bland']"
positive,1086478,1086478:5,"
     The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.
    ",AMBIENCE#GENERAL,ambience,"('4', '12')","['The', 'ambience', 'pretty', 'nice', 'conversation', 'casual', 'lunch', 'would', 'probably', 'best']"
positive,1086478,1086478:5,"
     The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.
    ",RESTAURANT#MISCELLANEOUS,NULL,"('0', '0')","['The', 'ambience', 'pretty', 'nice', 'conversation', 'casual', 'lunch', 'would', 'probably', 'best']"
positive,1090587,1090587:1,"
     If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.
    ",LOCATION#GENERAL,view,"('80', '84')","['If', 'ever', 'along', 'river', 'Weehawken', 'idea', 'top', 'view', 'chart', 'house', 'offer']"
positive,1090587,1090587:2,"
     Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.
    ",SERVICE#GENERAL,service,"('18', '25')","['Add', 'great', 'service', 'great', 'food', 'reasonable', 'price', 'beginning', 'great', 'evening']"
positive,1090587,1090587:2,"
     Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.
    ",FOOD#QUALITY,food,"('36', '40')","['Add', 'great', 'service', 'great', 'food', 'reasonable', 'price', 'beginning', 'great', 'evening']"
positive,1090587,1090587:2,"
     Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.
    ",FOOD#PRICES,food,"('36', '40')","['Add', 'great', 'service', 'great', 'food', 'reasonable', 'price', 'beginning', 'great', 'evening']"
positive,1090587,1090587:3,"
     The lava cake dessert was incredible and I recommend it.
    ",FOOD#QUALITY,lava cake dessert,"('4', '21')","['The', 'lava', 'cake', 'dessert', 'incredible', 'I', 'recommend']"
positive,1102681,1102681:0,"
     Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.
    ",AMBIENCE#GENERAL,Cosette,"('19', '26')","['Once', 'step', 'Cosette', 'miraculously', 'small', 'path', 'Parisian', 'bistro']"
positive,1102681,1102681:1,"
     This tiny restaurant is as cozy as it gets, with that certain Parisian flair.
    ",AMBIENCE#GENERAL,restaurant,"('10', '20')","['This', 'tiny', 'restaurant', 'cozy', 'gets', 'certain', 'Parisian', 'flair']"
positive,1102681,1102681:2,"
     The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.
    ",FOOD#QUALITY,food,"('4', '8')","['The', 'food', 'average', 'French', 'Onion', 'soup', 'filling', 'yet', 'overly', 'impressive', 'desserts', 'brilliant', 'way']"
negative,1102681,1102681:2,"
     The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.
    ",FOOD#QUALITY,French Onion soup,"('43', '60')","['The', 'food', 'average', 'French', 'Onion', 'soup', 'filling', 'yet', 'overly', 'impressive', 'desserts', 'brilliant', 'way']"
positive,1102681,1102681:2,"
     The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.
    ",FOOD#STYLE_OPTIONS,French Onion soup,"('43', '60')","['The', 'food', 'average', 'French', 'Onion', 'soup', 'filling', 'yet', 'overly', 'impressive', 'desserts', 'brilliant', 'way']"
negative,1102681,1102681:2,"
     The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.
    ",FOOD#QUALITY,desserts,"('104', '112')","['The', 'food', 'average', 'French', 'Onion', 'soup', 'filling', 'yet', 'overly', 'impressive', 'desserts', 'brilliant', 'way']"
positive,1102681,1102681:3,"
     However, go for the ambience, and consider the food just a companion for a trip across the world!
    ",AMBIENCE#GENERAL,ambience,"('20', '28')","['However', 'go', 'ambience', 'consider', 'food', 'companion', 'trip', 'across', 'world']"
neutral,1102681,1102681:3,"
     However, go for the ambience, and consider the food just a companion for a trip across the world!
    ",FOOD#QUALITY,food,"('47', '51')","['However', 'go', 'ambience', 'consider', 'food', 'companion', 'trip', 'across', 'world']"
negative,1118167,1118167:1,"
     IT WAS HORRIBLE.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['IT', 'WAS', 'HORRIBLE']"
negative,1118167,1118167:2,"
     The pizza was delivered cold and the cheese wasn't even fully melted!
    ",FOOD#QUALITY,pizza,"('4', '9')","['The', 'pizza', 'delivered', 'cold', 'cheese', 'even', 'fully', 'melted']"
negative,1118167,1118167:2,"
     The pizza was delivered cold and the cheese wasn't even fully melted!
    ",FOOD#QUALITY,cheese,"('37', '43')","['The', 'pizza', 'delivered', 'cold', 'cheese', 'even', 'fully', 'melted']"
negative,1118167,1118167:3,"
     It looked like shredded cheese partly done - still in strips.
    ",FOOD#STYLE_OPTIONS,NULL,"('0', '0')","['It', 'looked', 'like', 'shredded', 'cheese', 'partly', 'done', 'still', 'strips']"
negative,1119578,1119578:0,"
     This has got to be one of the most overrated restaurants in Brooklyn.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['This', 'got', 'one', 'overrated', 'restaurants', 'Brooklyn']"
negative,1119578,1119578:1,"
     The pizza is overpriced and soggy.
    ",FOOD#QUALITY,pizza,"('4', '9')","['The', 'pizza', 'overpriced', 'soggy']"
negative,1119578,1119578:1,"
     The pizza is overpriced and soggy.
    ",FOOD#PRICES,pizza,"('4', '9')","['The', 'pizza', 'overpriced', 'soggy']"
