review_id,sentence_id,text,op_category,op_target,op_OTE_offset,tokens,POS,freq,sentiment,ngrams_2,ngrams_3,ngrams_4
1014458,1014458:2,"
     The duck confit is always amazing and the foie gras terrine with figs was out of this world.
    ",FOOD#QUALITY,348,"('4', '15')","['The', 'duck', 'confit', 'always', 'amazing', 'foie', 'gras', 'terrine', 'figs', 'world']","[('The', 'DT'), ('duck', 'NN'), ('confit', 'NN'), ('always', 'RB'), ('amazing', 'VBG'), ('foie', 'NN'), ('gras', 'NNS'), ('terrine', 'VBP'), ('figs', 'JJ'), ('world', 'NN')]","{'The': 1, 'duck': 1, 'confit': 1, 'always': 1, 'amazing': 1, 'foie': 1, 'gras': 1, 'terrine': 1, 'figs': 1, 'world': 1}","{'neg': 0.0, 'neu': 0.817, 'pos': 0.183, 'compound': 0.5859}","[('The', 'duck'), ('duck', 'confit'), ('confit', 'always'), ('always', 'amazing'), ('amazing', 'foie'), ('foie', 'gras'), ('gras', 'terrine'), ('terrine', 'figs'), ('figs', 'world')]","[('The', 'duck', 'confit'), ('duck', 'confit', 'always'), ('confit', 'always', 'amazing'), ('always', 'amazing', 'foie'), ('amazing', 'foie', 'gras'), ('foie', 'gras', 'terrine'), ('gras', 'terrine', 'figs'), ('terrine', 'figs', 'world')]","[('The', 'duck', 'confit', 'always'), ('duck', 'confit', 'always', 'amazing'), ('confit', 'always', 'amazing', 'foie'), ('always', 'amazing', 'foie', 'gras'), ('amazing', 'foie', 'gras', 'terrine'), ('foie', 'gras', 'terrine', 'figs'), ('gras', 'terrine', 'figs', 'world')]"
1014458,1014458:3,"
     The wine list is interesting and has many good values.
    ",DRINKS#STYLE_OPTIONS,715,"('4', '13')","['The', 'wine', 'list', 'interesting', 'many', 'good', 'values']","[('The', 'DT'), ('wine', 'JJ'), ('list', 'NN'), ('interesting', 'VBG'), ('many', 'JJ'), ('good', 'JJ'), ('values', 'NNS')]","{'The': 1, 'wine': 1, 'list': 1, 'interesting': 1, 'many': 1, 'good': 1, 'values': 1}","{'neg': 0.0, 'neu': 0.458, 'pos': 0.542, 'compound': 0.8074}","[('The', 'wine'), ('wine', 'list'), ('list', 'interesting'), ('interesting', 'many'), ('many', 'good'), ('good', 'values')]","[('The', 'wine', 'list'), ('wine', 'list', 'interesting'), ('list', 'interesting', 'many'), ('interesting', 'many', 'good'), ('many', 'good', 'values')]","[('The', 'wine', 'list', 'interesting'), ('wine', 'list', 'interesting', 'many'), ('list', 'interesting', 'many', 'good'), ('interesting', 'many', 'good', 'values')]"
1014458,1014458:3,"
     The wine list is interesting and has many good values.
    ",DRINKS#PRICES,715,"('4', '13')","['The', 'wine', 'list', 'interesting', 'many', 'good', 'values']","[('The', 'DT'), ('wine', 'JJ'), ('list', 'NN'), ('interesting', 'VBG'), ('many', 'JJ'), ('good', 'JJ'), ('values', 'NNS')]","{'The': 1, 'wine': 1, 'list': 1, 'interesting': 1, 'many': 1, 'good': 1, 'values': 1}","{'neg': 0.0, 'neu': 0.458, 'pos': 0.542, 'compound': 0.8074}","[('The', 'wine'), ('wine', 'list'), ('list', 'interesting'), ('interesting', 'many'), ('many', 'good'), ('good', 'values')]","[('The', 'wine', 'list'), ('wine', 'list', 'interesting'), ('list', 'interesting', 'many'), ('interesting', 'many', 'good'), ('many', 'good', 'values')]","[('The', 'wine', 'list', 'interesting'), ('wine', 'list', 'interesting', 'many'), ('list', 'interesting', 'many', 'good'), ('interesting', 'many', 'good', 'values')]"
1014458,1014458:4,"
     For the price, you cannot eat this well in Manhattan.
    ",RESTAURANT#PRICES,111,"('0', '0')","['For', 'price', 'cannot', 'eat', 'well', 'Manhattan']","[('For', 'IN'), ('price', 'NN'), ('cannot', 'NN'), ('eat', 'NN'), ('well', 'RB'), ('Manhattan', 'NNP')]","{'For': 1, 'price': 1, 'cannot': 1, 'eat': 1, 'well': 1, 'Manhattan': 1}","{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.3346}","[('For', 'price'), ('price', 'cannot'), ('cannot', 'eat'), ('eat', 'well'), ('well', 'Manhattan')]","[('For', 'price', 'cannot'), ('price', 'cannot', 'eat'), ('cannot', 'eat', 'well'), ('eat', 'well', 'Manhattan')]","[('For', 'price', 'cannot', 'eat'), ('price', 'cannot', 'eat', 'well'), ('cannot', 'eat', 'well', 'Manhattan')]"
1014458,1014458:4,"
     For the price, you cannot eat this well in Manhattan.
    ",FOOD#QUALITY,111,"('0', '0')","['For', 'price', 'cannot', 'eat', 'well', 'Manhattan']","[('For', 'IN'), ('price', 'NN'), ('cannot', 'NN'), ('eat', 'NN'), ('well', 'RB'), ('Manhattan', 'NNP')]","{'For': 1, 'price': 1, 'cannot': 1, 'eat': 1, 'well': 1, 'Manhattan': 1}","{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.3346}","[('For', 'price'), ('price', 'cannot'), ('cannot', 'eat'), ('eat', 'well'), ('well', 'Manhattan')]","[('For', 'price', 'cannot'), ('price', 'cannot', 'eat'), ('cannot', 'eat', 'well'), ('eat', 'well', 'Manhattan')]","[('For', 'price', 'cannot', 'eat'), ('price', 'cannot', 'eat', 'well'), ('cannot', 'eat', 'well', 'Manhattan')]"
1016296,1016296:0,"
     I was very disappointed with this restaurant.
    ",RESTAURANT#GENERAL,573,"('34', '44')","['I', 'disappointed', 'restaurant']","[('I', 'PRP'), ('disappointed', 'VBD'), ('restaurant', 'NN')]","{'I': 1, 'disappointed': 1, 'restaurant': 1}","{'neg': 0.404, 'neu': 0.596, 'pos': 0.0, 'compound': -0.5256}","[('I', 'disappointed'), ('disappointed', 'restaurant')]","[('I', 'disappointed', 'restaurant')]",[]
1016296,1016296:1,"
     Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.
    ",SERVICE#GENERAL,276,"('12', '26')","['Ive', 'asked', 'cart', 'attendant', 'lotus', 'leaf', 'wrapped', 'rice', 'replied', 'back', 'rice', 'walked', 'away']","[('Ive', 'NNP'), ('asked', 'VBD'), ('cart', 'JJ'), ('attendant', 'JJ'), ('lotus', 'NN'), ('leaf', 'NN'), ('wrapped', 'VBD'), ('rice', 'NN'), ('replied', 'VBD'), ('back', 'RB'), ('rice', 'NN'), ('walked', 'VBD'), ('away', 'RB')]","{'Ive': 1, 'asked': 1, 'cart': 1, 'attendant': 1, 'lotus': 1, 'leaf': 1, 'wrapped': 1, 'rice': 2, 'replied': 1, 'back': 1, 'walked': 1, 'away': 1}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","[('Ive', 'asked'), ('asked', 'cart'), ('cart', 'attendant'), ('attendant', 'lotus'), ('lotus', 'leaf'), ('leaf', 'wrapped'), ('wrapped', 'rice'), ('rice', 'replied'), ('replied', 'back'), ('back', 'rice'), ('rice', 'walked'), ('walked', 'away')]","[('Ive', 'asked', 'cart'), ('asked', 'cart', 'attendant'), ('cart', 'attendant', 'lotus'), ('attendant', 'lotus', 'leaf'), ('lotus', 'leaf', 'wrapped'), ('leaf', 'wrapped', 'rice'), ('wrapped', 'rice', 'replied'), ('rice', 'replied', 'back'), ('replied', 'back', 'rice'), ('back', 'rice', 'walked'), ('rice', 'walked', 'away')]","[('Ive', 'asked', 'cart', 'attendant'), ('asked', 'cart', 'attendant', 'lotus'), ('cart', 'attendant', 'lotus', 'leaf'), ('attendant', 'lotus', 'leaf', 'wrapped'), ('lotus', 'leaf', 'wrapped', 'rice'), ('leaf', 'wrapped', 'rice', 'replied'), ('wrapped', 'rice', 'replied', 'back'), ('rice', 'replied', 'back', 'rice'), ('replied', 'back', 'rice', 'walked'), ('back', 'rice', 'walked', 'away')]"
1016296,1016296:2,"
     I had to ask her three times before she finally came back with the dish Ive requested.
    ",SERVICE#GENERAL,111,"('0', '0')","['I', 'ask', 'three', 'times', 'finally', 'came', 'back', 'dish', 'Ive', 'requested']","[('I', 'PRP'), ('ask', 'VBP'), ('three', 'CD'), ('times', 'NNS'), ('finally', 'RB'), ('came', 'VBD'), ('back', 'RB'), ('dish', 'JJ'), ('Ive', 'NNP'), ('requested', 'VBD')]","{'I': 1, 'ask': 1, 'three': 1, 'times': 1, 'finally': 1, 'came': 1, 'back': 1, 'dish': 1, 'Ive': 1, 'requested': 1}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","[('I', 'ask'), ('ask', 'three'), ('three', 'times'), ('times', 'finally'), ('finally', 'came'), ('came', 'back'), ('back', 'dish'), ('dish', 'Ive'), ('Ive', 'requested')]","[('I', 'ask', 'three'), ('ask', 'three', 'times'), ('three', 'times', 'finally'), ('times', 'finally', 'came'), ('finally', 'came', 'back'), ('came', 'back', 'dish'), ('back', 'dish', 'Ive'), ('dish', 'Ive', 'requested')]","[('I', 'ask', 'three', 'times'), ('ask', 'three', 'times', 'finally'), ('three', 'times', 'finally', 'came'), ('times', 'finally', 'came', 'back'), ('finally', 'came', 'back', 'dish'), ('came', 'back', 'dish', 'Ive'), ('back', 'dish', 'Ive', 'requested')]"
1016296,1016296:3,"
     Food was okay, nothing great.
    ",FOOD#QUALITY,60,"('0', '4')","['Food', 'okay', 'nothing', 'great']","[('Food', 'NNP'), ('okay', 'MD'), ('nothing', 'NN'), ('great', 'JJ')]","{'Food': 1, 'okay': 1, 'nothing': 1, 'great': 1}","{'neg': 0.402, 'neu': 0.366, 'pos': 0.232, 'compound': -0.3387}","[('Food', 'okay'), ('okay', 'nothing'), ('nothing', 'great')]","[('Food', 'okay', 'nothing'), ('okay', 'nothing', 'great')]","[('Food', 'okay', 'nothing', 'great')]"
1016296,1016296:4,"
     Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family.
    ",FOOD#QUALITY,39,"('0', '8')","['Chow', 'fun', 'dry', 'pork', 'shu', 'mai', 'usually', 'greasy', 'share', 'table', 'loud', 'rude', 'family']","[('Chow', 'NNP'), ('fun', 'NN'), ('dry', 'JJ'), ('pork', 'NN'), ('shu', 'NNS'), ('mai', 'VBP'), ('usually', 'RB'), ('greasy', 'JJ'), ('share', 'NN'), ('table', 'JJ'), ('loud', 'JJ'), ('rude', 'NN'), ('family', 'NN')]","{'Chow': 1, 'fun': 1, 'dry': 1, 'pork': 1, 'shu': 1, 'mai': 1, 'usually': 1, 'greasy': 1, 'share': 1, 'table': 1, 'loud': 1, 'rude': 1, 'family': 1}","{'neg': 0.109, 'neu': 0.691, 'pos': 0.2, 'compound': 0.3612}","[('Chow', 'fun'), ('fun', 'dry'), ('dry', 'pork'), ('pork', 'shu'), ('shu', 'mai'), ('mai', 'usually'), ('usually', 'greasy'), ('greasy', 'share'), ('share', 'table'), ('table', 'loud'), ('loud', 'rude'), ('rude', 'family')]","[('Chow', 'fun', 'dry'), ('fun', 'dry', 'pork'), ('dry', 'pork', 'shu'), ('pork', 'shu', 'mai'), ('shu', 'mai', 'usually'), ('mai', 'usually', 'greasy'), ('usually', 'greasy', 'share'), ('greasy', 'share', 'table'), ('share', 'table', 'loud'), ('table', 'loud', 'rude'), ('loud', 'rude', 'family')]","[('Chow', 'fun', 'dry', 'pork'), ('fun', 'dry', 'pork', 'shu'), ('dry', 'pork', 'shu', 'mai'), ('pork', 'shu', 'mai', 'usually'), ('shu', 'mai', 'usually', 'greasy'), ('mai', 'usually', 'greasy', 'share'), ('usually', 'greasy', 'share', 'table'), ('greasy', 'share', 'table', 'loud'), ('share', 'table', 'loud', 'rude'), ('table', 'loud', 'rude', 'family')]"
1016296,1016296:4,"
     Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family.
    ",FOOD#QUALITY,552,"('18', '30')","['Chow', 'fun', 'dry', 'pork', 'shu', 'mai', 'usually', 'greasy', 'share', 'table', 'loud', 'rude', 'family']","[('Chow', 'NNP'), ('fun', 'NN'), ('dry', 'JJ'), ('pork', 'NN'), ('shu', 'NNS'), ('mai', 'VBP'), ('usually', 'RB'), ('greasy', 'JJ'), ('share', 'NN'), ('table', 'JJ'), ('loud', 'JJ'), ('rude', 'NN'), ('family', 'NN')]","{'Chow': 1, 'fun': 1, 'dry': 1, 'pork': 1, 'shu': 1, 'mai': 1, 'usually': 1, 'greasy': 1, 'share': 1, 'table': 1, 'loud': 1, 'rude': 1, 'family': 1}","{'neg': 0.109, 'neu': 0.691, 'pos': 0.2, 'compound': 0.3612}","[('Chow', 'fun'), ('fun', 'dry'), ('dry', 'pork'), ('pork', 'shu'), ('shu', 'mai'), ('mai', 'usually'), ('usually', 'greasy'), ('greasy', 'share'), ('share', 'table'), ('table', 'loud'), ('loud', 'rude'), ('rude', 'family')]","[('Chow', 'fun', 'dry'), ('fun', 'dry', 'pork'), ('dry', 'pork', 'shu'), ('pork', 'shu', 'mai'), ('shu', 'mai', 'usually'), ('mai', 'usually', 'greasy'), ('usually', 'greasy', 'share'), ('greasy', 'share', 'table'), ('share', 'table', 'loud'), ('table', 'loud', 'rude'), ('loud', 'rude', 'family')]","[('Chow', 'fun', 'dry', 'pork'), ('fun', 'dry', 'pork', 'shu'), ('dry', 'pork', 'shu', 'mai'), ('pork', 'shu', 'mai', 'usually'), ('shu', 'mai', 'usually', 'greasy'), ('mai', 'usually', 'greasy', 'share'), ('usually', 'greasy', 'share', 'table'), ('greasy', 'share', 'table', 'loud'), ('share', 'table', 'loud', 'rude'), ('table', 'loud', 'rude', 'family')]"
1016296,1016296:4,"
     Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family.
    ",RESTAURANT#MISCELLANEOUS,111,"('0', '0')","['Chow', 'fun', 'dry', 'pork', 'shu', 'mai', 'usually', 'greasy', 'share', 'table', 'loud', 'rude', 'family']","[('Chow', 'NNP'), ('fun', 'NN'), ('dry', 'JJ'), ('pork', 'NN'), ('shu', 'NNS'), ('mai', 'VBP'), ('usually', 'RB'), ('greasy', 'JJ'), ('share', 'NN'), ('table', 'JJ'), ('loud', 'JJ'), ('rude', 'NN'), ('family', 'NN')]","{'Chow': 1, 'fun': 1, 'dry': 1, 'pork': 1, 'shu': 1, 'mai': 1, 'usually': 1, 'greasy': 1, 'share': 1, 'table': 1, 'loud': 1, 'rude': 1, 'family': 1}","{'neg': 0.109, 'neu': 0.691, 'pos': 0.2, 'compound': 0.3612}","[('Chow', 'fun'), ('fun', 'dry'), ('dry', 'pork'), ('pork', 'shu'), ('shu', 'mai'), ('mai', 'usually'), ('usually', 'greasy'), ('greasy', 'share'), ('share', 'table'), ('table', 'loud'), ('loud', 'rude'), ('rude', 'family')]","[('Chow', 'fun', 'dry'), ('fun', 'dry', 'pork'), ('dry', 'pork', 'shu'), ('pork', 'shu', 'mai'), ('shu', 'mai', 'usually'), ('mai', 'usually', 'greasy'), ('usually', 'greasy', 'share'), ('greasy', 'share', 'table'), ('share', 'table', 'loud'), ('table', 'loud', 'rude'), ('loud', 'rude', 'family')]","[('Chow', 'fun', 'dry', 'pork'), ('fun', 'dry', 'pork', 'shu'), ('dry', 'pork', 'shu', 'mai'), ('pork', 'shu', 'mai', 'usually'), ('shu', 'mai', 'usually', 'greasy'), ('mai', 'usually', 'greasy', 'share'), ('usually', 'greasy', 'share', 'table'), ('greasy', 'share', 'table', 'loud'), ('share', 'table', 'loud', 'rude'), ('table', 'loud', 'rude', 'family')]"
1016296,1016296:5,"
     I/we will never go back to this place again.
    ",RESTAURANT#GENERAL,547,"('32', '37')","['I', 'never', 'go', 'back', 'place']","[('I', 'PRP'), ('never', 'RB'), ('go', 'VBP'), ('back', 'RB'), ('place', 'NN')]","{'I': 1, 'never': 1, 'go': 1, 'back': 1, 'place': 1}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","[('I', 'never'), ('never', 'go'), ('go', 'back'), ('back', 'place')]","[('I', 'never', 'go'), ('never', 'go', 'back'), ('go', 'back', 'place')]","[('I', 'never', 'go', 'back'), ('never', 'go', 'back', 'place')]"
