polarity,review_id,sentence_id,text,op_category,op_target,op_OTE_offset,tokens
positive,1367358,1367358:3,"
     Ambience is delightful, service impeccable.
    ",SERVICE#GENERAL,service,"('24', '31')","['Ambience', 'delightful', 'service', 'impeccable']"
negative,1380450,1380450:0,"
     I'm still mad that i had to pay for lousy food.
    ",FOOD#QUALITY,food,"('42', '46')","['still', 'mad', 'pay', 'lousy', 'food']"
negative,1380450,1380450:1,"
     The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.
    ",FOOD#QUALITY,hanger steak,"('4', '16')","['The', 'hanger', 'steak', 'like', 'rubber', 'tuna', 'flavorless', 'mention', 'tasted', 'like', 'thawed']"
negative,1380450,1380450:1,"
     The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.
    ",FOOD#QUALITY,tuna,"('41', '45')","['The', 'hanger', 'steak', 'like', 'rubber', 'tuna', 'flavorless', 'mention', 'tasted', 'like', 'thawed']"
negative,1380450,1380450:2,"
     Service was also horrible and the ambience is not that great.
    ",SERVICE#GENERAL,Service,"('0', '7')","['Service', 'also', 'horrible', 'ambience', 'great']"
negative,1380450,1380450:2,"
     Service was also horrible and the ambience is not that great.
    ",AMBIENCE#GENERAL,ambience,"('34', '42')","['Service', 'also', 'horrible', 'ambience', 'great']"
negative,1380450,1380450:3,"
     DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.
    ",RESTAURANT#MISCELLANEOUS,NULL,"('0', '0')","['DO', 'try', 'unless', 'going', 'hang', 'like', 'rest', 'hipsters', 'apparently', 'sense', 'taste']"
positive,1387314,1387314:0,"
     I go and eat out at many different restaurants and this is one place you have go and try.
    ",RESTAURANT#GENERAL,place,"('63', '68')","['I', 'go', 'eat', 'many', 'different', 'restaurants', 'one', 'place', 'go', 'try']"
positive,1387314,1387314:1,"
     This is my first time writing a review for a restaurant because the food and service was excellent.
    ",FOOD#QUALITY,food,"('68', '72')","['This', 'first', 'time', 'writing', 'review', 'restaurant', 'food', 'service', 'excellent']"
positive,1387314,1387314:1,"
     This is my first time writing a review for a restaurant because the food and service was excellent.
    ",SERVICE#GENERAL,service,"('77', '84')","['This', 'first', 'time', 'writing', 'review', 'restaurant', 'food', 'service', 'excellent']"
positive,1387314,1387314:2,"
     The filet mignon dish was superb!
    ",FOOD#QUALITY,filet mignon dish,"('4', '21')","['The', 'filet', 'mignon', 'dish', 'superb']"
positive,1387314,1387314:3,"
     I would defiantly come back here again as one of my top choices.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['I', 'would', 'defiantly', 'come', 'back', 'one', 'top', 'choices']"
positive,1387314,1387314:4,"
     It's a small cute restaurant.
    ",AMBIENCE#GENERAL,restaurant,"('18', '28')","['small', 'cute', 'restaurant']"
positive,1390357,1390357:0,"
     I absolutely love this place!!!
    ",RESTAURANT#GENERAL,place,"('23', '28')","['I', 'absolutely', 'love', 'place']"
positive,1390357,1390357:2,"
     I like the ambience, it's very dark and original.
    ",AMBIENCE#GENERAL,ambience,"('11', '19')","['I', 'like', 'ambience', 'dark', 'original']"
positive,1390357,1390357:4,"
     The sushi is amazing!!!
    ",FOOD#QUALITY,sushi,"('4', '9')","['The', 'sushi', 'amazing']"
positive,1390357,1390357:5,"
     And amazingly cheap.
    ",FOOD#PRICES,NULL,"('0', '0')","['And', 'amazingly', 'cheap']"
positive,1390357,1390357:6,"
     Big thumbs up!
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['Big', 'thumbs']"
positive,1394712,1394712:0,"
     Very affordable and excellent ambient!
    ",AMBIENCE#GENERAL,ambient,"('30', '37')","['Very', 'affordable', 'excellent', 'ambient']"
positive,1394712,1394712:0,"
     Very affordable and excellent ambient!
    ",RESTAURANT#PRICES,NULL,"('0', '0')","['Very', 'affordable', 'excellent', 'ambient']"
negative,1394712,1394712:1,"
     We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.
    ",FOOD#QUALITY,beef and noodle soup dishes,"('16', '43')","['We', 'ordered', 'beef', 'noodle', 'soup', 'dishes', 'Thai', 'section', 'menu', 'nothing', 'got', 'Thai']"
negative,1394712,1394712:2,"
     We were very disappointed.
    ",FOOD#QUALITY,NULL,"('0', '0')","['We', 'disappointed']"
negative,1394712,1394712:3,"
     We won't go to this place again for a good meal.
    ",FOOD#QUALITY,meal,"('43', '47')","['We', 'go', 'place', 'good', 'meal']"
positive,1394712,1394712:4,"
     However, I think this place is a good hang out spot.
    ",AMBIENCE#GENERAL,place,"('22', '27')","['However', 'I', 'think', 'place', 'good', 'hang', 'spot']"
positive,1395421,1395421:0,"
     My Girlfriend and I stumbled onto this hopping place the other night and had a great time!
    ",RESTAURANT#GENERAL,place,"('47', '52')","['My', 'Girlfriend', 'I', 'stumbled', 'onto', 'hopping', 'place', 'night', 'great', 'time']"
positive,1395421,1395421:1,"
     THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
    ",FOOD#QUALITY,Pizza,"('4', '9')","['THe', 'Pizza', 'wine', 'service', 'really', 'MADE', 'place', 'backyard', 'dining', 'area']"
positive,1395421,1395421:1,"
     THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
    ",DRINKS#QUALITY,wine,"('14', '18')","['THe', 'Pizza', 'wine', 'service', 'really', 'MADE', 'place', 'backyard', 'dining', 'area']"
positive,1395421,1395421:1,"
     THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
    ",SERVICE#GENERAL,service,"('38', '45')","['THe', 'Pizza', 'wine', 'service', 'really', 'MADE', 'place', 'backyard', 'dining', 'area']"
positive,1395421,1395421:1,"
     THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
    ",AMBIENCE#GENERAL,backyard dining area,"('91', '111')","['THe', 'Pizza', 'wine', 'service', 'really', 'MADE', 'place', 'backyard', 'dining', 'area']"
positive,1395421,1395421:2,"
     It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.
    ",AMBIENCE#GENERAL,NULL,"('0', '0')","['It', 'one', 'nicest', 'outdoor', 'restaurants', 'I', 'ever', 'seen', 'Italy', 'place', 'rivals', 'ones', 'country']"
positive,1395421,1395421:3,"
     They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it.
    ",RESTAURANT#MISCELLANEOUS,NULL,"('0', '0')","['They', 'tell', 'going', 'cover', 'garden', 'glass', 'winter', 'looking', 'forward', 'going', 'snowy', 'night', 'enjoy']"
positive,1395421,1395421:4,"
     Check this place out!
    ",RESTAURANT#GENERAL,place,"('11', '16')","['Check', 'place']"
positive,1395421,1395421:5,"
     HIGHLY RECOMMENDED!!!!!
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['HIGHLY', 'RECOMMENDED']"
negative,1398844,1398844:0,"
     First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.
    ",AMBIENCE#GENERAL,place,"('19', '24')","['First', 'place', 'romantic', 'claimed', 'editorial', 'review']"
negative,1398844,1398844:1,"
     Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.
    ",AMBIENCE#GENERAL,NULL,"('0', '0')","['Either', 'idea', 'romance', 'must', 'sharing', 'conversation', 'next', 'table', 'trying', 'speak', 'louder', 'traffic', '57th']"
negative,1398844,1398844:2,"
     The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.
    ",AMBIENCE#GENERAL,tables,"('4', '10')","['The', 'tables', 'crammed', 'way', 'close', 'menu', 'typical', 'Italian', 'restaurant', 'wine', 'list', 'simply', 'overpriced']"
neutral,1398844,1398844:2,"
     The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.
    ",FOOD#STYLE_OPTIONS,menu,"('42', '46')","['The', 'tables', 'crammed', 'way', 'close', 'menu', 'typical', 'Italian', 'restaurant', 'wine', 'list', 'simply', 'overpriced']"
negative,1398844,1398844:2,"
     The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.
    ",DRINKS#PRICES,wine list,"('93', '102')","['The', 'tables', 'crammed', 'way', 'close', 'menu', 'typical', 'Italian', 'restaurant', 'wine', 'list', 'simply', 'overpriced']"
negative,1398844,1398844:3,"
     Slightly above average wines start at $70+ with only one selection listed at $30+.
    ",DRINKS#QUALITY,wines,"('23', '28')","['Slightly', 'average', 'wines', 'start', '70', 'one', 'selection', 'listed', '30']"
negative,1398844,1398844:3,"
     Slightly above average wines start at $70+ with only one selection listed at $30+.
    ",DRINKS#PRICES,wines,"('23', '28')","['Slightly', 'average', 'wines', 'start', '70', 'one', 'selection', 'listed', '30']"
negative,1398844,1398844:4,"
     Service is not what one would expect from a joint in this price category.
    ",SERVICE#GENERAL,Service,"('0', '7')","['Service', 'one', 'would', 'expect', 'joint', 'price', 'category']"
negative,1398844,1398844:5,"
     For instance, plates were just dumped on the table, I was handed the wine list upside down, etc....
    ",SERVICE#GENERAL,NULL,"('0', '0')","['For', 'instance', 'plates', 'dumped', 'table', 'I', 'handed', 'wine', 'list', 'upside', 'etc']"
negative,1398844,1398844:6,"
     Somehow working the italian charm with constant mille grazie does not constitute proper service.
    ",SERVICE#GENERAL,service,"('88', '95')","['Somehow', 'working', 'italian', 'charm', 'constant', 'mille', 'grazie', 'constitute', 'proper', 'service']"
positive,1398844,1398844:7,"
     To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.
    ",FOOD#QUALITY,food,"('57', '61')","['To', 'completely', 'fair', 'redeeming', 'factor', 'food', 'average', 'make', 'deficiencies', 'Teodora']"
negative,1398844,1398844:7,"
     To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.
    ",RESTAURANT#GENERAL,Teodora,"('143', '150')","['To', 'completely', 'fair', 'redeeming', 'factor', 'food', 'average', 'make', 'deficiencies', 'Teodora']"
negative,1404042,1404042:1,"
     Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.
    ",FOOD#QUALITY,meals,"('15', '20')","['Not', 'one', 'meals', 'edible', 'bland', 'made', 'weird', 'rosemary', 'orange', 'flavoring']"
negative,1404042,1404042:1,"
     Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.
    ",FOOD#QUALITY,rosemary or orange flavoring,"('63', '91')","['Not', 'one', 'meals', 'edible', 'bland', 'made', 'weird', 'rosemary', 'orange', 'flavoring']"
negative,1404042,1404042:2,"
     Fish was overdone.
    ",FOOD#QUALITY,Fish,"('0', '4')","['Fish', 'overdone']"
positive,1404042,1404042:3,"
     Cute place, nice wait staff but would never go there again.
    ",SERVICE#GENERAL,wait staff,"('17', '27')","['Cute', 'place', 'nice', 'wait', 'staff', 'would', 'never', 'go']"
positive,1404042,1404042:3,"
     Cute place, nice wait staff but would never go there again.
    ",AMBIENCE#GENERAL,place,"('5', '10')","['Cute', 'place', 'nice', 'wait', 'staff', 'would', 'never', 'go']"
negative,1404042,1404042:3,"
     Cute place, nice wait staff but would never go there again.
    ",RESTAURANT#GENERAL,place,"('5', '10')","['Cute', 'place', 'nice', 'wait', 'staff', 'would', 'never', 'go']"
negative,1404042,1404042:4,"
     Someone else recommended the dessert - we also left that.
    ",FOOD#QUALITY,dessert,"('29', '36')","['Someone', 'else', 'recommended', 'dessert', 'also', 'left']"
positive,1404042,1404042:5,"
     One of us actually liked the expresso - that's it.
    ",DRINKS#QUALITY,expresso,"('29', '37')","['One', 'us', 'actually', 'liked', 'expresso']"
negative,1404042,1404042:6,"
     Skip this restaurant, it's a big disappointment.
    ",RESTAURANT#GENERAL,restaurant,"('10', '20')","['Skip', 'restaurant', 'big', 'disappointment']"
positive,1410878,1410878:0,"
     Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.
    ",RESTAURANT#GENERAL,Myagi,"('0', '5')","['Myagi', 'one', 'favorite', 'restaurants', 'City', 'place', 'negative', 'reviews', 'describe', 'sound', 'like', 'somewhere', 'else']"
positive,1410878,1410878:1,"
     I've never had bad service and the fish is fresh and delicious.
    ",SERVICE#GENERAL,service,"('19', '26')","['never', 'bad', 'service', 'fish', 'fresh', 'delicious']"
positive,1410878,1410878:1,"
     I've never had bad service and the fish is fresh and delicious.
    ",FOOD#QUALITY,fish,"('35', '39')","['never', 'bad', 'service', 'fish', 'fresh', 'delicious']"
positive,1410878,1410878:2,"
     Their tuna tartar appetizer is to die for.
    ",FOOD#QUALITY,tuna tartar appetizer,"('6', '27')","['Their', 'tuna', 'tartar', 'appetizer', 'die']"
positive,1413697,1413697:0,"
     I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.
    ",FOOD#QUALITY,pizza,"('80', '85')","['I', 'come', 'family', 'pizzeria', 'owners', 'almost', 'ashamed', 'say', 'pizza', 'blows', 'families', 'receipies', 'away']"
positive,1413697,1413697:1,"
     It is simply amazing.
    ",FOOD#QUALITY,NULL,"('0', '0')","['It', 'simply', 'amazing']"
positive,1413697,1413697:2,"
     The place is so cool and the service is prompt and curtious.
    ",SERVICE#GENERAL,service,"('29', '36')","['The', 'place', 'cool', 'service', 'prompt', 'curtious']"
positive,1413697,1413697:2,"
     The place is so cool and the service is prompt and curtious.
    ",AMBIENCE#GENERAL,place,"('4', '9')","['The', 'place', 'cool', 'service', 'prompt', 'curtious']"
positive,1413697,1413697:3,"
     I highly recommend to anyone to give this place a try.
    ",RESTAURANT#GENERAL,place,"('42', '47')","['I', 'highly', 'recommend', 'anyone', 'give', 'place', 'try']"
positive,1413697,1413697:4,"
     You will find yourself returning quite often.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['You', 'find', 'returning', 'quite', 'often']"
positive,1417496,1417496:0,"
     A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.
    ",FOOD#QUALITY,food,"('64', '68')","['A', 'restaurant', 'try', 'anything', 'except', 'serve', 'great', 'food', 'great', 'service', 'pleasant', 'atmosphere']"
positive,1417496,1417496:0,"
     A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.
    ",SERVICE#GENERAL,service,"('80', '87')","['A', 'restaurant', 'try', 'anything', 'except', 'serve', 'great', 'food', 'great', 'service', 'pleasant', 'atmosphere']"
positive,1417496,1417496:0,"
     A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.
    ",AMBIENCE#GENERAL,atmosphere,"('102', '112')","['A', 'restaurant', 'try', 'anything', 'except', 'serve', 'great', 'food', 'great', 'service', 'pleasant', 'atmosphere']"
positive,1417496,1417496:1,"
     No gimmicks here -- the food speaks for itself in its freshness and preparation.
    ",FOOD#QUALITY,food,"('24', '28')","['No', 'gimmicks', 'food', 'speaks', 'freshness', 'preparation']"
positive,1417496,1417496:2,"
     The dining room is quietly elegant with no music to shout over -- how refreshing!
    ",AMBIENCE#GENERAL,dining room,"('4', '15')","['The', 'dining', 'room', 'quietly', 'elegant', 'music', 'shout', 'refreshing']"
positive,1417496,1417496:3,"
     The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.
    ",SERVICE#GENERAL,service,"('4', '11')","['The', 'service', 'impeccable', 'unobtrusive', 'staff', 'knows', 'know', 'menu', 'present', 'meal', 'attend', 'needs']"
positive,1417496,1417496:3,"
     The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.
    ",SERVICE#GENERAL,staff,"('50', '55')","['The', 'service', 'impeccable', 'unobtrusive', 'staff', 'knows', 'know', 'menu', 'present', 'meal', 'attend', 'needs']"
positive,1417496,1417496:4,"
     Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.
    ",FOOD#QUALITY,meal,"('65', '69')","['Looking', 'around', 'I', 'saw', 'room', 'full', 'New', 'Yorkers', 'enjoying', 'real', 'meal', 'real', 'restaurant', 'clubhouse', 'fabulous', 'trying', 'seen']"
positive,1417496,1417496:4,"
     Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.
    ",AMBIENCE#GENERAL,restaurant,"('80', '90')","['Looking', 'around', 'I', 'saw', 'room', 'full', 'New', 'Yorkers', 'enjoying', 'real', 'meal', 'real', 'restaurant', 'clubhouse', 'fabulous', 'trying', 'seen']"
positive,1417496,1417496:5,"
     Beautiful experience.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['Beautiful', 'experience']"
positive,1430994,1430994:0,"
     The view is breathtaking the service is top notch... the ambiance is wonderfull.
    ",LOCATION#GENERAL,view,"('4', '8')","['The', 'view', 'breathtaking', 'service', 'top', 'notch', 'ambiance', 'wonderfull']"
positive,1430994,1430994:0,"
     The view is breathtaking the service is top notch... the ambiance is wonderfull.
    ",SERVICE#GENERAL,service,"('29', '36')","['The', 'view', 'breathtaking', 'service', 'top', 'notch', 'ambiance', 'wonderfull']"
positive,1430994,1430994:0,"
     The view is breathtaking the service is top notch... the ambiance is wonderfull.
    ",AMBIENCE#GENERAL,ambiance,"('57', '65')","['The', 'view', 'breathtaking', 'service', 'top', 'notch', 'ambiance', 'wonderfull']"
positive,1430994,1430994:1,"
     The staff offers impeccable service.
    ",SERVICE#GENERAL,staff,"('4', '9')","['The', 'staff', 'offers', 'impeccable', 'service']"
positive,1430994,1430994:2,"
     I had Lobster Bisque it has 2 oz. of Maine Lobster in it.
    ",FOOD#STYLE_OPTIONS,Lobster Bisque,"('6', '20')","['I', 'Lobster', 'Bisque', '2', 'oz', 'Maine', 'Lobster']"
positive,1430994,1430994:3,"
     My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.
    ",FOOD#QUALITY,New England Chowder,"('21', '40')","['My', 'boyfriend', 'New', 'England', 'Chowder', 'good', 'I', 'think', 'award', 'go', 'Lobster', 'Bisque']"
positive,1430994,1430994:3,"
     My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.
    ",FOOD#QUALITY,Lobster Bisque,"('92', '106')","['My', 'boyfriend', 'New', 'England', 'Chowder', 'good', 'I', 'think', 'award', 'go', 'Lobster', 'Bisque']"
positive,1430994,1430994:5,"
     It was divine melts in your mouth.
    ",FOOD#QUALITY,NULL,"('0', '0')","['It', 'divine', 'melts', 'mouth']"
positive,1430994,1430994:6,"
     My boyfriend had Prime Rib it was good .
    ",FOOD#QUALITY,Prime Rib,"('17', '26')","['My', 'boyfriend', 'Prime', 'Rib', 'good']"
positive,1430994,1430994:7,"
     We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough.
    ",DRINKS#STYLE_OPTIONS,bottles of Korbett,"('69', '87')","['We', 'want', 'bottle', 'bubbly', 'weekday', 'got', 'little', 'bottles', 'Korbett', 'enough']"
positive,1430994,1430994:9,"
     It's cuz it's so good you need to taste it!!!
    ",FOOD#QUALITY,NULL,"('0', '0')","['cuz', 'good', 'need', 'taste']"
positive,1430994,1430994:10,"
     All in all we're already coming up with excuses to go ahead really soon in the next few wks!!!!
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['All', 'already', 'coming', 'excuses', 'go', 'ahead', 'really', 'soon', 'next', 'wks']"
positive,1431154,1431154:0,"
     My wife and I ate here earlier this week and have not stopped ranting and raving about the food.
    ",FOOD#QUALITY,food,"('91', '95')","['My', 'wife', 'I', 'ate', 'earlier', 'week', 'stopped', 'ranting', 'raving', 'food']"
positive,1431154,1431154:1,"
     If you like spicy food get the chicken vindaloo.
    ",FOOD#QUALITY,chicken vindaloo,"('31', '47')","['If', 'like', 'spicy', 'food', 'get', 'chicken', 'vindaloo']"
positive,1431154,1431154:2,"
     It's very spicy but not offensive.
    ",FOOD#QUALITY,NULL,"('0', '0')","['spicy', 'offensive']"
positive,1431154,1431154:3,"
     We will definitely go back.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['We', 'definitely', 'go', 'back']"
positive,1432551,1432551:0,"
     Go to Volare for 1st class service and terrific food.
    ",SERVICE#GENERAL,service,"('27', '34')","['Go', 'Volare', '1st', 'class', 'service', 'terrific', 'food']"
positive,1432551,1432551:0,"
     Go to Volare for 1st class service and terrific food.
    ",FOOD#QUALITY,food,"('48', '52')","['Go', 'Volare', '1st', 'class', 'service', 'terrific', 'food']"
